,job_titles,companys,employment_type,seniority,industrys,salary,salary_terms,job_descriptions,job_requirements,links,location,gov_support
54,"Research Fellow (1-year contract),  Living Analytics Research Centre",SINGAPORE MANAGEMENT UNIVERSITY,Contract,Middle Management,Education and Training,"$4,000to$8,000",Monthly," COMPANY DESCRIPTION  Singapore Management University is a place where high-level professionalism blends together with a healthy informality. The 'family-like' atmosphere among the SMU community fosters a culture where employees work, plan, organise and play together – building a strong collegiality and morale within the university.Our commitment to attract and retain talent is ongoing. We offer attractive benefits and welfare, competitive compensation packages, and generous professional development opportunities – all to meet the work-life needs of our staff. No wonder, then, that SMU continues to be given numerous awards and recognition for its human resource excellence.  RESPONSIBILITIES  The Living Analytics Research Centre (LARC) is a research centre set up in Singapore Management University (SMU) and Carnegie Mellon University (CMU) as our strategic partner that focuses on analytics in the fields of Urban and Community Liveability, Personalised Urban Mobility, Jobs and Skills Intelligence, as well as Smart Consumption and Healthy Lifestyle. Candidates who join us can also expect to gain a deeper knowledge in the following areas such as Big Data Analytics, Data Mining, Machine Learning, Deep Learning, Human Computer Interaction, Urban Computing and other relevant disciplines. The Research Fellow will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains.  Data and Text Mining Machine Learning Deep Learning Crowdsourcing Recommender Systems Social-Urban Sensing Big Data Infrastructure   The candidate will also be required to:  Design research methodologies Develop algorithms and models Design and conduct experiments Implement applications, tools and systems Develop analytics capabilities in big data infrastructure Conduct data science studies   ","Requirements PhD in Computer Science and related disciplines Good knowledge in relevant research topics and related research skills Proficient in at least one or more of these programming languages: Java, Python, C#, C++ and C Strong interest in human computer interaction and visualization is an added advantage Self-motivated and able to carry out tasks independently Excellent team player and possess strong inter-personal skills Analytical and meticulous with attention to details   ",https://www.mycareersfuture.sg/job/research-fellow-living-analytics-research-centre-singapore-management-university-3983267df04d4f40cbb9b5cf5c5c5ad3,,
55,"Research Fellow (1-year contract),  Living Analytics Research Centre",SINGAPORE MANAGEMENT UNIVERSITY,Contract,Middle Management,Education and Training,"$4,000to$8,000",Monthly,"COMPANY DESCRIPTION Singapore Management University is a place where high-level professionalism blends together with a healthy informality. The 'family-like' atmosphere among the SMU community fosters a culture where employees work, plan, organise and play together – building a strong collegiality and morale within the university.  Our commitment to attract and retain talent is ongoing. We offer attractive benefits and welfare, competitive compensation packages, and generous professional development opportunities – all to meet the work-life needs of our staff. No wonder, then, that SMU continues to be given numerous awards and recognition for its human resource excellence.   RESPONSIBILITIES The Living Analytics Research Centre (LARC) is a research centre set up in Singapore Management University (SMU) and Carnegie Mellon University (CMU) as our strategic partner that focuses on analytics in the fields of Urban and Community Liveability, Personalised Urban Mobility, Jobs and Skills Intelligence, as well as Smart Consumption and Healthy Lifestyle. Candidates who join us can also expect to gain a deeper knowledge in the following areas such as Big Data Analytics, Data Mining, Machine Learning, Deep Learning, Human Computer Interaction, Urban Computing and other relevant disciplines. The Research Fellow will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains.  Data and Text Mining Machine Learning Deep Learning Crowdsourcing Recommender Systems Social-Urban Sensing Big Data Infrastructure   The candidate will also be required to:  Design research methodologies Develop algorithms and models Design and conduct experiments Implement applications, tools and systems Develop analytics capabilities in big data infrastructure Conduct data science studies   ","Requirements PhD in Computer Science and related disciplines Good knowledge in relevant research topics and related research skills Proficient in at least one or more of these programming languages: Java, Python, C#, C++ and C Strong interest in human computer interaction and visualization is an added advantage Self-motivated and able to carry out tasks independently Excellent team player and possess strong inter-personal skills Analytical and meticulous with attention to details   ",https://www.mycareersfuture.sg/job/research-fellow-living-analytics-research-centre-singapore-management-university-fc9cc101f0435599aaea43110402b2a4,,
56,"Research Fellow (1-year contract),  Living Analytics Research Centre",SINGAPORE MANAGEMENT UNIVERSITY,Contract,Middle Management,Education and Training,"$4,000to$8,000",Monthly," COMPANY DESCRIPTION  Singapore Management University is a place where high-level professionalism blends together with a healthy informality. The 'family-like' atmosphere among the SMU community fosters a culture where employees work, plan, organise and play together – building a strong collegiality and morale within the university.Our commitment to attract and retain talent is ongoing. We offer attractive benefits and welfare, competitive compensation packages, and generous professional development opportunities – all to meet the work-life needs of our staff. No wonder, then, that SMU continues to be given numerous awards and recognition for its human resource excellence.  RESPONSIBILITIES  The Living Analytics Research Centre (LARC) is a research centre set up in Singapore Management University (SMU) and Carnegie Mellon University (CMU) as our strategic partner that focuses on analytics in the fields of Urban and Community Liveability, Personalised Urban Mobility, Jobs and Skills Intelligence, as well as Smart Consumption and Healthy Lifestyle. Candidates who join us can also expect to gain a deeper knowledge in the following areas such as Big Data Analytics, Data Mining, Machine Learning, Deep Learning, Human Computer Interaction, Urban Computing and other relevant disciplines. The Research Fellow will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains.  Data and Text Mining Machine Learning Deep Learning Crowdsourcing Recommender Systems Social-Urban Sensing Big Data Infrastructure   The candidate will also be required to:  Design research methodologies Develop algorithms and models Design and conduct experiments Implement applications, tools and systems Develop analytics capabilities in big data infrastructure Conduct data science studies   ","Requirements PhD in Computer Science and related disciplines Good knowledge in relevant research topics and related research skills Proficient in at least one or more of these programming languages: Java, Python, C#, C++ and C Strong interest in human computer interaction and visualization is an added advantage Self-motivated and able to carry out tasks independently Excellent team player and possess strong inter-personal skills Analytical and meticulous with attention to details   ",https://www.mycareersfuture.sg/job/research-fellow-living-analytics-research-centre-singapore-management-university-636f60ee907ded53dea45e2437902c34,,
57,Business Analyst (Data Analytics),GOVERNMENT TECHNOLOGY AGENCY,Full Time,Professional,"Information Technology, Public / Civil Service",Salary undisclosed,,"BAF (Data Analytics) We are looking for Business Analysts (Data Analytics) who's interested in using data to help the government design solutions that address its policy and business problems, and stay close to the needs of the general public.  The applicant will be responsible for demonstrating how better use of data can help recommend new policies, streamline operations or bring more customised solutions for citizens. He/she should have some training and working experiences on data analytics, and should be comfortable with hands-on data manipulation, data modelling and data visualisation.   What to Expect:  Provide data analytics consulting services to the government agencies, including data analytics planning and strategy – perform data analytics visioning and road-mapping, business case development, implementation planning, organisational planning, budget and risk management planning Work closely with stakeholders to understand their needs/pain points, scope the problem and develop business case on how to turn data into critical information and knowledge that can be used for policy making, streamlining operations or developing solutions for citizens.   Advise stakeholders on the key ICT trends and best practices in data analytics, assess applicability for adoption and recommend solution that best fits stakeholders’ needs Perform data cleaning, pre-processing and feature engineering that facilitate meaningful analysis Work closely with data scientists to mine insights from structured and unstructured data and to resolve complex statistical modelling problems to answer pertinent business questions.  Design dashboards and interactive visualization as tools for data exploration as well as for storytelling.  Present analytics insights to business users and stakeholders Work with stakeholders to ensure smooth deployment and adoption of new solution  How to Succeed:  Degree/Master in any discipline; Diploma graduates with relevant experience will also be considered. Minimum 3 years of relevant working experience Ability to take a broad, strategic perspective as well as drill deep to understand business needs and challenges Understand key concepts, techniques and considerations in Machine learning and Data analytics Training and relevant experience in one or more of the following areas:   Statistical modelling tools such as: R, Python, RapidMiner, Knime, SAS, Matlab or SPSS Data manipulation using scripting languages like Python or using ETL tools Visual analytics technologies like Tableau, Qlikview or D3.js End-to-end analytics architecture, preferably with some working knowledge of big data stack   Excellent communication skills, both oral and written, with ability to pitch ideas and influence stakeholders Strong analytical, conceptualisation and problem solving skills Team player with strong organization and people handling skills Passion for the use of analytics and data to improve public service ",,https://www.mycareersfuture.sg/job/business-analyst-government-technology-agency-9e6bb89686d7ae65bd6554890fd0ea0d,,
58,Business Analyst (Data Analytics),GOVERNMENT TECHNOLOGY AGENCY,Full Time,Middle Management,"Information Technology, Public / Civil Service","$5,000to$9,000",Monthly,"  We are looking for Business Analysts (Data Analytics) who’s interested in using data to help the government design solutions that address its policy and business problems, and stay close to the needs of the general public. The applicant will be responsible for demonstrating how better use of data can help recommend new policies, streamline operations or bring more customised solutions for citizens. He/ She should have some training and working experiences on data analytics, and should be comfortable with hands-on data manipulation, data modelling and data visualisation.   What to Expect:   Provide data analytics consulting services to the government agencies, including data analytics planning and strategy – perform data analytics visioning and road-mapping, business case development, implementation planning, organisational planning, budget and risk management planning Work closely with stakeholders to understand their needs/ pain points, scope the problem and develop business case on how to turn data into critical information and knowledge that can be used for policy making, streamlining operations or developing solutions for citizens. Advise stakeholders on the key ICT trends and best practices in data analytics, assess applicability for adoption and recommend solution that best fits stakeholders’ needs Perform data cleaning, pre-processing and feature engineering that facilitate meaningful analysis Work closely with data scientists to mine insights from structured and unstructured data and to resolve complex statistical modelling problems to answer pertinent business questions. Design dashboards and interactive visualisation as tools for data exploration as well as for storytelling. Present analytics insights to business users and stakeholders Work with stakeholders to ensure smooth deployment and adoption of new solution   How to Succeed:   Degree/Master in any discipline that would equip the candidate with the necessary skills to come up with strategic solutions for IT projects Minimum 3 years of relevant working experience Ability to take a broad, strategic perspective as well as drill deep to understand business needs and challenges Understand key concepts, techniques and considerations in Machine learning and Data analytics Training and relevant experience in one or more of the following areas:  Statistical modelling tools such as: R, Python, RapidMiner, Knime, SAS, Matlab or SPSS Data manipulation using scripting languages like Python or using ETL tools Visual analytics technologies like Tableau, Qlikview or D3.js End-to-end analytics architecture, preferably with some working knowledge of big data stack   Excellent communications skills, both oral and written, with ability to pitch ideas and influence stakeholders Strong analytical, conceptualisation and problem solving skills Team player with strong organisation and people handling skills Passion for the use of analytics and data to improve public service    ",,https://www.mycareersfuture.sg/job/business-analyst-government-technology-agency-aa6ae31e2c948165269b7ad64ebf9c17,,
59,Data Engineer,DP INFORMATION NETWORK PTE. LTD.,Permanent,Professional,Information Technology,"$6,000to$8,000",Monthly,"Key Responsibilities   Responsibilities include, but are not limited to, taking the lead in the following areas:  Ideal candidate will demonstrate ability to deliver results quickly while working in a dynamic, cross functional, team-oriented environment Support the engineering and analytics teams through the use and understanding of analytical tools operating in a big data cloud environment Collaborate with the Global Architecture team members to continue to evaluate, recommend, and integrate new analytical tools Provide technical leadership and hands-on validation of systems during the design, development, and testing Proven record of success in world-class enterprise big data engineering Experience with commercial big data environments -- Cloudera preferred   Experience with cloud solutions – AWS preferred. Good to know - AWS CLI, BOTO, AWS Lambda, Automation Experience with analytical domain tools including SAS, R Studio, Hue, Python, JupyterHub, H2O, Cloudera, Databricks etc. Working knowledge of automated configuration and deployment of tools is a plus Working knowledge of scripting required. Experience with Python is preferred, and other scripting experience is a plus Working knowledge of both Windows and Linux environments is required, along with Hadoop. Cloudera is preferred Knowledge of software development practices and IT operations life cycles is required Experience working in Scrum Agile environment Experience working in a complex, matrix organization, and working with multiple stakeholders across functional and technical skillsets Ability to effectively work with business and other IT teams Excellent verbal and written communication skills. Ability to communicate effectively with development, operations, project, management, and business personnel Applies existing knowledge, and ability to learn and apply more. Tries new approaches and learns from each work assignment Demonstrates flexibility within a variety of changing situations, while working with individuals and groups. Multitasks when required, and where minimal supervision is required – demonstrates ability to produce quality Hand over specifications to the technical teams so they can develop technical specification that meet the business requirements. Support the technical teams in understanding the business requirements. Maintain a high level of mutual respect and open communication with the client stakeholders at all levels of the project team, PM and executive sponsors   ","RequirementsExperience   List the skills, experience, education etc.     Minimum of 5 -8 years in progressive professional roles in big data and analytics A bachelor's degree in information systems, engineering, computer science or equivalent work experience in big data is preferred A high calibre individual who can create and propose technical data engineering solutions using open source technology stack and which support the analytical tool of choice of our data scientists You will play a critical role in designing, developing and implementing data lakes using big data technologies such as Hadoop. Candidate needs to be hands-on and have a curios nature You will be responsible for building scalable distributed data solutions In collaboration with subject matter experts and data stewards, defines and implements data strategy, policies, controls, and programs to ensure the enterprise data is accurate, complete, secure, and reliable Manages, analyzes, and resolves data initiative issues and manages revisions needed to best meet internal and customer requirements while adhering to published data standard Assists in the application and implementation procedures of data standards and guidelines on data stewardship, coding structures, and data replication to ensure access to and integrity of data sets Be proactive and a self-starter, and be comfortable with ambiguity Experian product knowledge is advantageous, but not essential Preferably some vendor experience   Should have previously worked on a large scale Big Data project till implementation Strong presentation skills Self-motivated, assertive, goal oriented and able to work productively with minimal supervision Excellent written and verbal communication skills Good interpersonal skills and ability to work effectively with other team members, on a global basis   Technical Skills:  5+ years of hands-on programming using Python, Java, C, C++, and Scala 5+ years of hands on experience using:   BigData Technologies: HDFS, HBASE, HIVE, MapReduce, PIG, SPARK, IMPALA, STORM, KAFKA NoSQL Technologies: SOLR, CASSANDRA, NEO4J and REDIS Cloud Technologies: AWS. Good to know AWS CLI, BOTO, AWS Lambda, Automation   Working Knowledge of RDBMS DB Working knowledge of developing RESTFUL API’s Knowledge of UNIX – Script language is highly preferable Knowledge of multi-tier architectures and deployment Knowledge of real-time, batch applications Knowledge of IBM mainframes, z/OS, and virtualization technologies a plus Knowledge of Change Data Capture/Replication technologies a plus     ",https://www.mycareersfuture.sg/job/data-engineer-dp-information-network-828ce4ce4c25d05781945dd2f35d07d6,Islandwide,
60,Postdoctoral Fellow,NATIONAL UNIVERSITY OF SINGAPORE,Full Time,Fresh/entry level,Education and Training,"$5,500to$6,500",Monthly,"Job Opportunity at National University of Singapore for Research Project on “You Are What You Surf: Characterizing Preference and Decision-making Styles with Digital Footprints”  We are seeking an enthusiastic and capable full-time Postdoctoral Fellow to assist the Principal Investigator, Assistant Professor Rongjun Yu, in the above research project which is funded by the Social Science Research Thematic grant (SSRTG). Primary responsibilities for the Postdoctoral Fellow involve data analyses and manuscript preparation for studies using neuroeconomics paradigms to investigate decision making in a big data sample.  Write-up about the project In this project, we will study how analysing big data in Singapore retrieved from social-media  (Facebook/Twitter/Instagram) users can be used to predict and generate meaningful inferences about both individual and society-level decision-making styles. We will assess the participant’s decision making styles by having them complete a battery of online behavioural-economic games designed to measure various aspects of decision-making. The goal is to use big data to predict citizen characteristics such as decision-making style.","RequirementsQualifications: The candidate should possess the following qualifications:  A PhD in decision neuroscience, psychology, psychiatry, or related field Prior experience with computational modelling is preferred The successful candidate also should have strong writing skills and the ability to work independently as well as collaboratively Excellent written and spoken communication skills Strong organizational skill and interpersonal skill   The start date is flexible. Review of applications will begin immediately and continue until the position is filled. The salary is highly competitive for strong candidates.   Invitation to apply: Interested applicants are invited to send the following list of documents to Centre for Family and Population Research via email: psyyr@nus.edu.sg to Dr Rongjun Yu with the subject title: ""Postdoctoral Fellow for project on “You Are What You Surf: Characterizing Preference and Decision-making Styles with Digital Footprints"" – PI: Dr Rongjun YU.”    Cover letter and Resume (outlining your interest, qualifications, expected salary and publications if any) Research statement (max of 3 pages) Personal particulars form (http://www.fas.nus.edu.sg/cfpr/joinus/personal_particulars_academic_staff.doc)  NUS Personal Data Consent for Job Applicants (http://www.fas.nus.edu.sg/cfpr/joinus/NUS-Personal-Data-Consent-for-Job-Applicants.pdf) Copies of degree scrolls and transcript of grades  4 official letters of recommendation  	   We regret that only shortlisted candidates will be notified (via email).  ",https://www.mycareersfuture.sg/job/postdoctoral-fellow-national-university-singapore-c040a2c2818d889ef357a6c2dd58869e,South,
61,Data Analyst at Viki Inc,VIKI PRIVATE LIMITED,Full Time,Professional,Engineering,"$6,000to$8,000",Monthly," Viki, a Rakuten Company (Japan Stock Exchange: 4755), is a global TV site with more than 32 million viewers a month watching the world’s primetime TV and movies, subtitled in 200 languages by a community of fans. With billions of videos viewed and more than 800 million words translated, Viki brings global entertainment to fans everywhere.  We are in search of a Data Analyst.  Reporting to the Director of Analytics, you will be joining a talented, collaborative team at the forefront of exciting new ventures in the digital media space.    Viki collects gigabytes of data daily in order to understand our users, learn about content trends and use it to guide our product strategy and marketing activities. As a Data Analyst, your job will be to work with large datasets and help various teams at Viki to effectively utilize this data for decision making. A successful candidate will enjoy working with big data sets and has a proactive and organized approach to solving problems. Essential duties and responsibilities may include, but are not limited to:   Work with various teams to understand their data needs and create useful reports and dashboards for them  Generate insights for Product and Growth teams by analyzing A/B tests and experiments data  Analyze content consumption data to help Content Marketing teams identify which shows perform well on Viki  Deep dive into big data and provide Business Intelligence/Analytics support to key business/financial initiatives company wide  Solve problems arising from dynamic data and changing requirements  Work with Developers and various Product teams to ensure that data collection and tracking has been correctly implemented   Any unsolicited resumes/candidate profiles submitted through our website or to personal email accounts of employees of Viki are considered property of Viki and are not subject to payment of agency fees.","Requirements  B.S. in Computer Science or similar applied technical field  Experience with SQL and Databases  Solid quantitative and analytical skills (prior experience with R, Matlab or Excel)  Interest in large scale data mining, reporting and insights mining  Experience with Hadoop or MapReduce is a plus  Prior experience with working in a web/mobile company is a plus ",https://www.mycareersfuture.sg/job/data-analyst-viki-viki-31ea3806e6d565880e783372121f1d63,Central,Government support available
62,Sr. Systems Engineer,VISA WORLDWIDE PTE. LIMITED,"Permanent, Full Time",Professional,Information Technology,"$6,000to$8,000",Monthly," Will work as a Linux Administrator for Big Data Platform Engineering Team. Will be responsible to build, tune and perform operational efficiency on the production clusters. Will be responsible to automate and monitor health of the Operational clusters. Will be responsible to work closely with the development and application support teams to deliver/resolve issues as part of Big Data Infrastructure engineering and operations. Will be responsible to install/support Big Data Components e.g. HDFS, Hive, YARN, Spark, Impala, Kafka, SOLR, Oozie, Sentry, Encryption, HBase, etc. ","RequirementsStrong Hadoop/Linux Administrator with the below qualification is required to apply for this position:  Graduate in Engineering or related technical field. 5+ years of working experience in Linux system administration Experience on Open Source Big Data distribution is must. 2+ years of experience in Configuring and setting up Big Data/Hadoop clusters in production environment is must. 2+ years of work experience in maintaining, optimization and issue resolution of Hadoop/Big Data Platform clusters is must. Hands-on Experience in SQL (MySql) and No SQL Databases (Hbase, Cassandra, Hazelcast) is plus. Experience to build server(s), clustering, Performance tunings and troubleshooting is must. Networking concept and experience (TCP/IP and related protocols) is plus. Knowledge in Python/Perl/shell scripting is must. Experience with automated configuration management (Puppet/Chef) is preferred. Knowledge with Linux container/dockers/kubernetes is a plus. Knowledge on Spark and Kafka Administration is a plus. “Hadoop Admin Certification” from Hortonworks is good to have. “Red Hat Certification” is good to have. ",https://www.mycareersfuture.sg/job/sr-systems-engineer-visa-worldwide-777c5d1494117cda26b90b012f33b0d8,East,Government support available
63,Research Assistant,NATIONAL UNIVERSITY OF SINGAPORE,Full Time,Fresh/entry level,Education and Training,"$2,600to$3,800",Monthly,"Job Opportunity at National University of Singapore for Research Project on “You Are What You Surf: Characterizing Preference and Decision-making Styles with Digital Footprints”  We are seeking an enthusiastic and capable full-time Research Assistant to assist the Principal Investigator, Assistant Professor Rongjun Yu, in the above research project which is funded by the Social Science Research Thematic grant (SSRTG). The Research Assistant will work on social media big data related projects and is expected to program psychology games on the APP platform.  Write-up about the project In this project, we will study how analysing big data in Singapore retrieved from social-media (Facebook/Twitter/Instagram) users can be used to predict and generate meaningful inferences about both individual and society-level decision-making styles. We will assess the participant’s decision making styles by having them complete a battery of online behavioural-economic games designed to measure various aspects of decision-making. The goal is to use big data to predict citizen characteristics such as decision-making style.","RequirementsInvitation to apply: Interested applicants are invited to send the following list of documents to Centre for Family and Population Research via email: cfpr@nus.edu.sg to Ms Sascha Ng with the subject title as “Research Assistant application for project on “You Are What You Surf: Characterizing Preference and Decision-making Styles with Digital Footprints” – PI: Dr Rongjun YU.”    Cover letter and Resume (outlining your interest, qualifications, expected salary and publications if any) Personal particulars form (http://www.nus.edu.sg/careers/potentialhires/applicationprocess/personal-particulars-form-academicstaff.doc) NUS Personal Data Consent for Job Applicants (http://www.nus.edu.sg/careers/files/NUS-Personal-Data-Consent-for-Job-Applicants.pdf) Copies of degree scrolls and transcript of grades Recommendation letters from 3 referees  We regret that only successful candidates will be notified via email.",https://www.mycareersfuture.sg/job/research-assistant-national-university-singapore-3a078bc357d372f039e48a97a0a480ab,South,
64,Office of Planning - Senior Data Strategist  /  Analyst (Data Analytics Unit),Republic Polytechnic,Full Time,,"Education and Training, Public / Civil Service",Salary undisclosed,,"Job Description:
You will be part of a new Data Analytics (DA) Unit that is responsible to drive the following objectives:

Spearhead objectives of DA Unit in alignment to RP’s organisational mission.
Undertake DA projects of strategic importance leading to policy formulation/changes.
Provide advice and guidance to other departments to undertake DA projects.
Champion and promote the use of data analytics.
Work with internal and external technical teams to ensure usability and integrity of data for DA work.
May work in partnership with internal departments as well as other organisations on other DA projects.

As a Senior Data Strategist/Analyst, you will have the opportunity to:-

Formulate strategies to achieve objectives of DA Unit.
Translate business requirements and objectives into data models and effective implementation/ dashboard solutions.
Advise in the migration of existing excel-reports and design dashboards and reports using visualization tools such as Tableau.
Advise on the adoption of suitable machine learning, predictive models or other relevant techniques on a variety of data to derive meaningful statistics, uncover new actionable insights and predictive analytics.
Promote understanding of the ecosystem of Data Science/ Big Data tools including data extraction and transformation.
Advise in the planning, development and delivery of solutions.
Recommend and communicate data-driven findings to both technical and non-technical stakeholders.

 
Requirements:

3-5 years of experience in work involving the analysis of data to refine policies, strategies and operations.
Previous experience in data visualisation, machine learning, statistical analysis work preferred.
Experience in spearheading initiatives in an equivalent DA Unit preferred.
Experience in Education organisations or Institutes of Higher Learning will be advantageous.
Excellent people skills — you’ll be meeting with stakeholders to translate business needs into technical requirements.
Strong attention to detail, time management skills and ability to work under pressure.
Ability to use programming languages such as R / Python / SQL and associated data analytics libraries for data preparation and analysis.
Experience in working with data visualisation tools such as Qliksense, Tableau to enhance a data narrative, create insightful visualisation and analytics.
Able to use SQL for data extraction from existing IT systems.
Qualification in Mathematics, Computer science, Engineering, or any related disciplines.
Show fair knowledge in relevant hardware/software products.
",,https://www.mycareersfuture.sg/job/office-planning-senior-data-strategist-analyst-republic-polytechnic-dd7dc98558f8c4b4600572b84815d524,,
65,Senior Level Data Engineer,TRAVELOKA SERVICES PTE. LTD.,Permanent,Senior Executive,Information Technology,"$8,300to$15,000",Monthly,"Data Engineers at Traveloka are passionate on designing, building, and maintaining our growing big data platform. We collect millions of events everyday to our data lake for insights, and to our real time pipeline for enabling many data-driven features such as personalized user experience. What you do will be mixed of software engineering, system architecture design, and operation:   You will be designing, building, supporting and scaling our data infrastructure. Including monitoring, alerting and debugging infrastructure that is streaming millions of events per hour with thousands of pipelines running   Collaborate and coordinate with other departments (product, etc) to solve their use case using data technology; state of the art big data stack such as Kafka, Pubsub, Spark, DataFlow, BigQuery, Airflow, etc. on hundreds of terabytes data.   Explore/learn new technologies that can complement or replace our current stack to improve it.  ","Requirements  Passion in big data, software engineering, and systems.   Excellent analysis and reasoning of system behaviors   8+ years hands-on experience   Uphold best practices and principle around clean code, testing, continuous integration   Strong team player and collaborator   Having high level of responsibility and resilience in dealing with issues   Preferably familiar with big data infrastructure (such as Kafka, Spark, etc.), cloud based infrastructure, varying databases, security concerns would be an advantage.   Familiar with Java/JVM. Python is added advantage   Experience working with data infrastructure will be valuable, but your desire to learn data infrastructure is more important.   Having systems operational experience is a bonus, but not required.  ",https://www.mycareersfuture.sg/job/senior-level-data-engineer-traveloka-services-9708b2f3aa461757cb12be6c9df31c95,,Government support available
66,Mid - Senior Level Data Engineer,TRAVELOKA SERVICES PTE. LTD.,Permanent,Executive,Information Technology,"$6,100to$10,700",Monthly,"Data Engineers at Traveloka are passionate on designing, building, and maintaining our growing big data platform. We collect millions of events everyday to our data lake for insights, and to our real time pipeline for enabling many data-driven features such as personalized user experience. What you do will be mixed of software engineering, system architecture design, and operation:   You will be designing, building, supporting and scaling our data infrastructure. Including monitoring, alerting and debugging infrastructure that is streaming millions of events per hour with thousands of pipelines running   Collaborate and coordinate with other departments (product, etc) to solve their use case using data technology; state of the art big data stack such as Kafka, Pubsub, Spark, DataFlow, BigQuery, Airflow, etc. on hundreds of terabytes data.   Explore/learn new technologies that can complement or replace our current stack to improve it.  ","Requirements  Passion in big data, software engineering, and systems.   Excellent analysis and reasoning of system behaviors   6+ years hands-on experience   Uphold best practices and principle around clean code, testing, continuous integration   Strong team player and collaborator   Having high level of responsibility and resilience in dealing with issues   Preferably familiar with big data infrastructure (such as Kafka, Spark, etc.), cloud based infrastructure, varying databases, security concerns would be an advantage.   Familiar with Java/JVM. Python is added advantage   Experience working with data infrastructure will be valuable, but your desire to learn data infrastructure is more important.   Having systems operational experience is a bonus, but not required.  ",https://www.mycareersfuture.sg/job/mid-senior-level-data-engineer-traveloka-services-80251b4e45e5ed8f6319c691e6d81568,,Government support available
67,Mid Level Data Engineer,TRAVELOKA SERVICES PTE. LTD.,Permanent,Executive,Information Technology,"$4,300to$7,600",Monthly,"Data Engineers at Traveloka are passionate on designing, building, and maintaining our growing big data platform. We collect millions of events everyday to our data lake for insights, and to our real time pipeline for enabling many data-driven features such as personalized user experience. What you do will be mixed of software engineering, system architecture design, and operation:   You will be designing, building, supporting and scaling our data infrastructure. Including monitoring, alerting and debugging infrastructure that is streaming millions of events per hour with thousands of pipelines running   Collaborate and coordinate with other departments (product, etc) to solve their use case using data technology; state of the art big data stack such as Kafka, Pubsub, Spark, DataFlow, BigQuery, Airflow, etc. on hundreds of terabytes data.   Explore/learn new technologies that can complement or replace our current stack to improve it.  ","Requirements  Passion in big data, software engineering, and systems.   Excellent analysis and reasoning of system behaviors   3+ years hands-on experience   Uphold best practices and principle around clean code, testing, continuous integration   Strong team player and collaborator   Having high level of responsibility and resilience in dealing with issues   Preferably familiar with big data infrastructure (such as Kafka, Spark, etc.), cloud based infrastructure, varying databases, security concerns would be an advantage.   Familiar with Java/JVM. Python is added advantage   Experience working with data infrastructure will be valuable, but your desire to learn data infrastructure is more important.   Having systems operational experience is a bonus, but not required.  ",https://www.mycareersfuture.sg/job/mid-level-data-engineer-traveloka-services-10ec08dd2c1d9154c02d032d6e438e7f,,Government support available
68,Junior - Mid Level Data Engineer,TRAVELOKA SERVICES PTE. LTD.,Permanent,Fresh/entry level,Information Technology,"$3,000to$6,000",Monthly,"Data Engineers at Traveloka are passionate on designing, building, and maintaining our growing big data platform. We collect millions of events everyday to our data lake for insights, and to our real time pipeline for enabling many data-driven features such as personalized user experience. What you do will be mixed of software engineering, system architecture design, and operation:   You will be designing, building, supporting and scaling our data infrastructure. Including monitoring, alerting and debugging infrastructure that is streaming millions of events per hour with thousands of pipelines running   Collaborate and coordinate with other departments (product, etc) to solve their use case using data technology; state of the art big data stack such as Kafka, Pubsub, Spark, DataFlow, BigQuery, Airflow, etc. on hundreds of terabytes data.   Explore/learn new technologies that can complement or replace our current stack to improve it.  ","Requirements  Passion in big data, software engineering, and systems.   Excellent analysis and reasoning of system behaviors   Fresh Graduate to 4 years hands-on experience   Uphold best practices and principle around clean code, testing, continuous integration   Strong team player and collaborator   Having high level of responsibility and resilience in dealing with issues   Preferably familiar with big data infrastructure (such as Kafka, Spark, etc.), cloud based infrastructure, varying databases, security concerns would be an advantage.   Familiar with Java/JVM. Python is added advantage   Experience working with data infrastructure will be valuable, but your desire to learn data infrastructure is more important.   Having systems operational experience is a bonus, but not required.  ",https://www.mycareersfuture.sg/job/junior-mid-level-data-engineer-traveloka-services-8870a85841fc70677fdef3807414055f,,Government support available
