,job_titles,companys,employment_type,seniority,industrys,salary,salary_terms,job_descriptions,job_requirements,links,location,gov_support
10,Python Full Stack Developer,HYDROGEN CONSULTING SOLUTIONS PTE. LTD.,Contract,Professional,Information Technology,"$6,500to$8,000",Monthly,"• Bachelor’s degree in Computer Science, Engineering, or related field • At least 3 years of relevant work experience • A strong technical background in development roles (Python) • Experience in Django web frameworks • A focus on delivering quality, well-tested software • The ability to work independently in a fast-paced environment","RequirementsYou will be responsible for: • Identifying opportunities to improve business process by leveraging technology and tools • Work on enterprise Finance systems • Developing backend scripts to automate processes with large data size • Developing web front-ends to allow users to interact with data and execute business workflows • Ensuring code quality, including sufficient automated test coverage • Improving performance of files processing job with big size • Improving Mysql queries and database structure",https://www.mycareersfuture.sg/job/python-full-stack-developer-hydrogen-consulting-solutions-31db29bafefafefe17c5912d51bd3b0a,Central,Government support available
11,Python Developer,TALENTVIS SINGAPORE PTE. LTD.,"Permanent, Contract",Senior Executive,Information Technology,"$7,000to$10,500",Monthly,"In terms of the project, you will be engaged in the development of optimization solutions for airlines and train companies worldwide. The aim of the project is to solve some of the most complex optimization problems in the world and make them simple and transparent for customers. As a Python Developer, you will work closely with clients and customize the application to their business environment. We are looking for a developer with strong communication skills, both inside a team and towards clients, who can explain decisions and technical solutions in a pedagogical and confident way. Our successful candidate is good at dealing with technical challenges and programming tasks as well as handling client expectations and building long-term customer relations. ",Requirements 3+ years of experience in commercial software development In-depth Python knowledge OOP/OOD skills and good quality of produced code Experience with DSL will be a plus Experience with Rostering systems would be a plus Experience working directly with a client ,https://www.mycareersfuture.sg/job/python-developer-talentvis-singapore-5616950d70c6908eda3ef500ab5fb96b,Central,Government support available
12,Software Developer (Python),THE SUPREME HR ADVISORY PTE. LTD.,Full Time,Junior Executive,Information Technology,"$2,500to$2,900",Monthly,"Jobscope:  Analyze user requirements, design and develop automation projects (test automation, robotics process automation) mostly in combination of Python/Selenium or UiPath. Explore and use appropriate first- and third-party libraries and technologies for the assigned tasks. Communicate and coordinate with various teams for automation project development, testing and roll-out. Support user acceptance tests, perform troubleshooting and post-production incident and defect resolution related to the automation projects. Analyze various project artifacts and sources such as log files, database tables and codes to diagnose problems related to the automation projects. Support system manager in all other tasks as assigned in the scope of automation projects. ","RequirementsRequirements: At least 2 years of hands-on programming experience in Python/Selenium, or, UiPath. Knowledge of at least one Python web automation framework. Good understanding of front-end technologies such as Javascript, latest versions of HTML and CSS. Able to work with complex algorithms and data structures. Able to work in relational databases such as SQL Server and Oracle. Able to communicate well with teams from various backgrounds and possess ability to build healthy and professional working relationships. Strong debugging/problem solving skills and tenacity to resolve new technical problems as they arise. Ability to work in both Windows and Linux environments.   Please include the following in your Resume Document * (*.DOC/PDF - Files should not exceed 2MB)    • Name    • Contact No.    • Nationality/PR Status    • Location/Address    • Recent Photo    • Expected Salary",https://www.mycareersfuture.sg/job/software-developer-supreme-hr-advisory-b5144919abb196cb45b1868ee176858c,Islandwide,
13,"Support Engineer - Python, R in Singapore - JOB_000598",GECO ASIA PTE. LTD.,"Contract, Full Time",Professional,Information Technology,"$8,000to$10,000",Monthly,"Job Summary: Role: Special / Support Engineer - Python, R in Singapore Start: ASAP Duration: 12 Months Location: Singapore","RequirementsOne of our clients is looking for a Support Engineer - Informatica, SQL, who is/are able to fulfill the following requirements:  Requirements: - Mandatory Skils:    -> Python, R   Please send your application to applicants@geco.asia with (JOB_000598) in Subject line and highlighting:  - Your relevant experience - Current/expected salary - Availability information - A latest MS-WORD Resume   **We regret that only short-listed applicants will be contacted.**  GECO Asia values the data privacy rights of our customers, associates, partners and prospective applicants. We have a privacy policy that governs our collection and use of personal data in place. In conjunction with the new PDPA act in Singapore, we have updated our Privacy Policy and Terms of Use to better clarify our collection and use of your personal information. The same can be found here (https://www.geco.asia/about/privacy-policy) Note: GECO Asia is a German IT Services company and provides specialist IT resources on project and permanent basis. We operate under a Comprehensive Licence offered by MOM Singapore. [GECO Asia Pte Ltd, Licence No. 07C4453] [2 Venture Drive, #10-18, Vision Exchange, Singapore 608526]",https://www.mycareersfuture.sg/job/support-engineer-python-r-singapore-job000598-geco-asia-bfa534716ae8f018de8e859812590c84,,Government support available
14,Software Developer (Python),THE SUPREME HR ADVISORY PTE. LTD.,Full Time,Junior Executive,Information Technology,"$2,400to$2,900",Monthly,"Jobscope:  Analyze user requirements, design and develop automation projects (test automation, robotics process automation) mostly in combination of Python/Selenium or UiPath. Explore and use appropriate first- and third-party libraries and technologies for the assigned tasks. Communicate and coordinate with various teams for automation project development, testing and roll-out. Support user acceptance tests, perform troubleshooting and post-production incident and defect resolution related to the automation projects. Analyze various project artifacts and sources such as log files, database tables and codes to diagnose problems related to the automation projects. Support system manager in all other tasks as assigned in the scope of automation projects. ","RequirementsRequirements:  At least 2 years of hands-on programming experience in Python/Selenium, or, UiPath. Knowledge of at least one Python web automation framework. Good understanding of front-end technologies such as Javascript, latest versions of HTML and CSS. Able to work with complex algorithms and data structures. Able to work in relational databases such as SQL Server and Oracle. Able to communicate well with teams from various backgrounds and possess ability to build healthy and professional working relationships. Strong debugging/problem solving skills and tenacity to resolve new technical problems as they arise. Ability to work in both Windows and Linux environments.  Please include the following in your Resume Document * (*.DOC/PDF - Files should not exceed 2MB)    • Name    • Contact No.    • Nationality/PR Status    • Location/Address    • Recent Photo    • Expected Salary",https://www.mycareersfuture.sg/job/software-developer-supreme-hr-advisory-6f015eda97db42ee8d5c84a1b4a07ffe,Islandwide,
15,Python Developer,ENTERPRISE SOFTWARE SOLUTIONS PRIVATE LIMITED,Contract,Executive,Information Technology,"$3,500to$5,500",Monthly,The Software and Applications Developer contributes to the review and verification of business and software needs. He/She develops and maintains software in line with technical design. He/She must be able to alalyse business requirements and transform business requirements into Automation process.  ,"RequirementsKey Competencies:  Python 3 with core competency in Selenium for web automation and Excel manipulation. Technical acumen in machine learning, deep learning and AI with Python is an added advantage. Able to apply Object-Oriented Programming (OOP) concepts in development work. Good understanding of Test Automation Concepts and Frameworks. Understands basic best-practices of Robotics Process Automation (RPA). Able to write SQL for use with automation tasks. Hands-on approach to problem solving, attention to detail and creative solutioning Team player and able to work in a culturally-diverse environment ",https://www.mycareersfuture.sg/job/python-developer-enterprise-software-solutions-bb537946b172167059979c1e41d0fe52,,Government support available
16,Business Analyst  /  Central  /  Up to $5000+AWS+VB  /  SQL  /  Python,ACHIEVE CAREER CONSULTANT PTE LTD,"Permanent, Full Time","Executive, Senior Executive",Information Technology,"$4,000to$5,000",Monthly," BASIC UP TO $5000+AWS+VB 3-4 YEAR OF EXPERIENCE IN SIMILIAR CAPICITY CENTRAL (NEART MRT)  Our Client, One of the biggest shipping company in the world with regional office in singapore is currently looking for Business Analyst to join their exciting team   Responsibilities:  Work closely with system providers to design and enhance IT systems, and understand user's requirements and meeting their needs Analyse data end generate reports for improving business analysis Design , develop and test system enhancement KPI design and data analysis support Business intelligence tool setup and design ","RequirementsJob Requirements:  Degree in any field 3 -4 years of relevant experience Experience in shipping preferred Experience in system development, SQL , Python and basic database knowledge  OTHER INFORMATION:  Location :Central (Near MRT Station) Monday to Friday 8.30am to 5.30pm Salary will commensurate according to experience & qualifications Basic Salary + AWS + VB  Interested applicants may apply by sending in your updated résumé (in MS Word format) to Gordon Ang (EA Personnel Registration No: R1548181)   inspire2@achievegroup.asia   Or call your friendly Consultant, Ang Kok Wee Gordon (Reg. No.: R1548181), at 6590 9941 for a confidential discussion. Or Click the ""Apply Now"" button at the bottom of the page   Please include the following for priority processing:  Reason for leaving each employment Last drawn and expected salary Notice or availability period  We regret only short listed candidate will be notified.   By submitting any application or résumé to us, you will be deemed to have agreed and consented to us disclosing your personal information to prospective employers for their consideration   Ang Kok Wee Gordon (EA Personnel Registration No: R1548181) EA License No: 05C3451 (Achieve Career Pte Ltd)   YOUR SUCCESS IS OUR ACHIEVEMENT!",https://www.mycareersfuture.sg/job/business-analyst-central-5000awsvb-sql-python-achieve-career-consultant-c39b8d8463661047ea0875e43c6b1e44,Central,Government support available
17,"Sr Data Scientist (Exp in ML, Python, R and Bidata Tech is Must)",OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,Contract,Senior Executive,Information Technology,"$7,000to$9,000",Monthly,"Optimum Solutions (Company Registration Number: 199700895N), is a full spectrum Software Solutions and Services Company. Software services from Optimum are designed to deliver Enterprise Client-Server/ Multi-tier and Web based solutions across the entire value chain, spanning on-site consulting services to turnkey software projects. We started our operations in March 1997","Requirements10+ Years  Experience in Machine Learning, Python, R Programming is Must Experince in Bigdata. I.E Hadoop, Hive and Spark is Must Experince in Predictive Analytical Techniques is Added Advantage Experience in Banking Domain is desired  ",https://www.mycareersfuture.sg/job/sr-data-scientist-optimum-solutions-27a73532131a86d0259f97e0a64127d4,Central,
18,Business Analyst  /  Central  /  Up to $5000+AWS+VB  /  SQL  /  Python,ACHIEVE CAREER CONSULTANT PTE LTD,"Permanent, Full Time","Executive, Senior Executive",Information Technology,"$4,000to$5,000",Monthly," BASIC UP TO $5000+AWS+VB 3-4 YEAR OF EXPERIENCE IN SIMILIAR CAPICITY CENTRAL (NEART MRT)  Our Client, One of the biggest shipping company in the world with regional office in singapore is currently looking for Business Analyst to join their exciting team   Responsibilities:  Work closely with system providers to design and enhance IT systems, and understand user's requirements and meeting their needs Analyse data end generate reports for improving business analysis Design , develop and test system enhancement KPI design and data analysis support Business intelligence tool setup and design ","RequirementsJob Requirements:  Degree in any field 3 -4 years of relevant experience Experience in shipping preferred Experience in system development, SQL , Python and basic database knowledge  OTHER INFORMATION:  Location :Central (Near MRT Station) Monday to Friday 8.30am to 5.30pm Salary will commensurate according to experience & qualifications Basic Salary + AWS + VB  Interested applicants may apply by sending in your updated résumé (in MS Word format) to Gordon Ang (EA Personnel Registration No: R1548181)   inspire2@achievegroup.asia   Or call your friendly Consultant, Ang Kok Wee Gordon (Reg. No.: R1548181), at 6590 9941 for a confidential discussion. Or Click the ""Apply Now"" button at the bottom of the page   Please include the following for priority processing:  Reason for leaving each employment Last drawn and expected salary Notice or availability period  We regret only short listed candidate will be notified.   By submitting any application or résumé to us, you will be deemed to have agreed and consented to us disclosing your personal information to prospective employers for their consideration   Ang Kok Wee Gordon (EA Personnel Registration No: R1548181) EA License No: 05C3451 (Achieve Career Pte Ltd)   YOUR SUCCESS IS OUR ACHIEVEMENT!",https://www.mycareersfuture.sg/job/business-analyst-central-5000awsvb-sql-python-achieve-career-consultant-c37b344c3d355f8c456d8c692511e39b,Central,Government support available
19,Python Test Analyst (1-year contract)  West Area,GMP RECRUITMENT SERVICES (S) PTE LTD,Contract,Fresh/entry level,Information Technology,Salary undisclosed,,"Ø  Global printing equipment maker Ø  Work Location: West   Responsibilities:   Responsible to develop automation tool that will be implemented into the testing environment. Test script development which include: designing, coding, testing, debugging, documenting 	automation project progress and to ensure that project is able to meet its committed milestone Report project status on a regular basis Prepare detailed documentation of development and instruction document for testing team Stay up to date on current and new technology Identify risk and improvement. Innovate and drive quality improvement Guide junior automation developer and test team to execute automation test ","RequirementsRequirements:  At least Diploma educational qualification Minimum 1-2 years software testing experience using Python language Can start work in short notice Only Singaporean or Singapore Permanent Resident applicants can apply    To apply, please visit to www.gmprecruit.com and search for Job Reference:14280 To find out more about this opportunity, please contact Alexandra Calingo at: alexandra@gmprecruit.com GMP Technologies (S) Pte Ltd   |   EA Licence: 11C3793   | EA Personnel:  Alexandra Calingo  |   Registration No: R1101491",https://www.mycareersfuture.sg/job/python-test-analyst-west-area-gmp-recruitment-services-33b18dd721fc3aeb9bca423d1e86f1b7,West,Government support available
20,Python Developers,DEZIRE TECHNOLOGIES PTE. LTD.,Contract,Executive,Information Technology,"$5,000to$7,000",Monthly,"·         Perform GUI configurations and development ·         Design separate components, modules, classes, database tables, etc. ·         Maintain existing legacy components, modules, and configuration changes ·         Configure API integrations with different systems ·         Code, debug, document, and maintain portions of software ·         Perform unit and integration testing ·         Perform team peer code review ·         Contribute to development of technical project documentation and user documentation ·         Participate in conference calls and face-to-face meetings with the customer and customer’s  partners ·         Participate in workshops and business trips to the customer ·         Work closely with the customer and other customer’s teams",Requirements at least 3 years of experience in Python development. In-depth Python knowledge OOP/OOD skills and good quality of produced code Experience with DSL will be a plus Experience with Rostering systems would be a plus ,https://www.mycareersfuture.sg/job/python-developers-dezire-technologies-295b72bfdfa4d10952bcde4d51efa174,,Government support available
21,Data Engineer,A-IT SOFTWARE SERVICES PTE LTD,Contract,Executive,Information Technology,"$4,500to$6,500",Monthly," Support migration of existing SSB ATM Forecasting model currently on SAS to Python Review existing SSB ATM Forecasting model running in Python & enhance if required Be able to understand SAS Scripts & convert them to Python Provide useful insights & support to SSB Ops by developing reports using Python as required Provide assistance to Technical Business Analyst / Risk & Control requirement by preparing SOP documentation for existing Python Codes – which includes (and is not limited to the following) : debugging and enhancement as required by Business / Tech team. Work closely with system owners and technical leads for writing, reviewing Business Requirement document, reviewing Functional Specification, producing and executing UAT test plan for Project-related tasks Manage ad-hoc analysis such as statistical and predictive modelling to solve / respond to business questions Additional scope may be included depending on business needs ","Requirements Degree holder in Engineering / Statistics with at least 3 years relevant experience Advanced skills in MS Office Products (VBA and Macros skills) and must possess both analytics language of SAS and Python A good team player who can work well with product specialist, systems specialist, technical teams and external vendors Proficient in SQL and query optimization on Teradata and Hadoop Platform Prior experience in data science work preferred Excellent inter-personal and communication skills in dealing with all levels of staff and external parties Demonstrate Critical Thinking, ability to suggest improvements and identify risks A highly organized individual with ability to work under pressure with accuracy and commitment Self-starter, independent and able to rise to challenges and meet deadlines effectively ",https://www.mycareersfuture.sg/job/data-engineer-a-it-software-services-76382b0d5d6bf2b6739bf4b3b3b81bbf,East,Government support available
22,Lecturer - IT Applications Development,Institute of Technical Education,Contract,Executive,"Information Technology, Public / Civil Service","$3,000to$6,000",Monthly,"Responsibilities As a Lecturer, your contributions go beyond teaching and facilitating learning. You play a critical role in recognising and nurturing your students’ potential and their lifelong learning needs. In addition, you will carry out industry or consultancy projects to help you remain relevant in your profession and to evolving changes in industry, and maintain strong linkages with industry and schools. You will also have the opportunity to have industry attachments or experience on a regular basis to update your skills, knowledge and practices of your profession. Those with good and relevant experience can look forward to Senior Lecturer or equivalent positions, with career development opportunities to leadership positions in the Colleges or Headquarters. Requirements  College Central  You should be trained in Information Technology, Computer Science or Software Engineering, with at least 3 years of relevant work experience in Web/Mobile applications development, Content Management System or IT related field. You should be competent with Adobe CC applications and have good programming skills in iOS programming (SWIFT), C#, PHP, HTML5, CSS, JavaScript, Python. Candidates with experience and/or IT certifications in areas of Data Analytics, Internet of Things (IoT), or Artificial Intelligence (AI) and Machine Learning (ML) will have an advantage College East You should be trained in Information Technology, Computer Science, Data Science and/or Analytics, with at least 3 years of relevant work experience to be able to develop students' skills in implementing IoT/software applications, including data analytics solutions. You should possess relevant experience in one or more of the following areas: - development of IoT applications - data analytics technologies and Big Data - proficiency in programming languages such as Python, R or similar (familiarity with Python-based libraries such as scikit-learn, numpy/scipy and pandas is preferred) - programming web and mobile applications would be advantageous  College West You should be trained in Information Technology, Computer Science or Software Engineering, with at least 3 years of relevant work experience in Web/Mobile applications development, Content Management System or IT related field. You should be competent with Adobe CC applications and have good programming skills in iOS programming (SWIFT), C#, PHP, HTML5, CSS, JavaScript and Python. Candidates with experience and/or IT certifications in areas of Artificial Intelligence (AI) and Machine Learning (ML), Blockchain, Data Analytics, Cloud Computing or Internet of Things (IoT) will have an advantage.  ",,https://www.mycareersfuture.sg/job/lecturer-applications-development-institute-technical-education-2efb0f4a7886f3aee009770d4efbbd00,,
