,job_titles,companys,employment_type,seniority,industrys,salary,salary_terms,job_descriptions,job_requirements,links,location,gov_support
34,Data Scientist,OBSERVATIONAL AND PRAGMATIC RESEARCH INSTITUTE PTE. LTD.,"Permanent, Full Time",Junior Executive,"Engineering, Information Technology","$3,000to$6,000",Monthly,"The Company OPRI is an academic research institution striving to improve the lives of patients through global research. OPRI has been leading the paradigm shift in real world evidence for the past 12 years, by delivering pragmatic clinical trials, disease registries and database research. The Role We are looking for a Data Engineer to work alongside our research, statistical and database teams in the UK, Singapore and Australia (Brisbane). In this position you will gain invaluable experience within an internationally recognised research organisation involved in analysis and dissemination of data from large-scale observational studies and pragmatic randomised controlled trials. The successful candidate will have high attention to detail, strong time management skills, and most importantly experience in the management and engineering of relational databases. Your responsibilities  Design, construct, install, test and maintain data collection and management systems:     Integrate data management technologies and software engineering tools for custom data collection applications Programming knowledge: Employ a variety of languages and tools (e.g. scripting languages) to combine systems together Ensure seamless integration of data across multiple databases       SQL, queries   Building APIs for data consumption Integrating external or new datasets into existing data pipelines Continuously monitoring and testing the system to ensure optimized performance   Build and maintain data collection platforms for specific organisational projects     Set up automated integration processes for Patient Reported Outcomes into various data collection platforms   EMR/EDC integration with Registry Database     Data collected via Registry EDCs to be uploaded into EMRs Data collected via site specific EMRs/EDCs to be uploaded into Registry EDCs    The role is for a permanent full-time position. Salary is dependent on qualifications and experience. Immediate start is available.","RequirementsQualifications  Bachelor degree in Computer Science, Engineering, Maths or equivalent qualification  Required Experience  Strong working knowledge of SQL (Essential) Experience working with large databases  Preferred Experience  Experience of developing and maintaining data dictionaries for databases Knowledge of statistical analysis tools (e.g. R, STATA, SPSS, SAS) Interest and knowledge of epidemiology, public health and clinical research ",https://www.mycareersfuture.sg/job/data-scientist-observational-pragmatic-research-institute-df79ecd7f5aa72cafe7ef3c21564e8d8,East,Government support available
35,Junior Data Scientist,CARTRACK TECHNOLOGIES SOUTH EAST ASIA PTE. LTD.,Full Time,Executive,Information Technology,"$6,000to$9,000",Monthly,"Cartrack is looking for candidates that can join our growing team as a Lead Data Scientist.  We are creating revolutionary platforms that will change the industry.  We’re on track to reach 1+ million subscribers soon and are seeking passionate people with relevant experience to help deliver world-class software solutions to our clients.  To be successful in this position the candidate must work well in a fast-paced environment with like-minded engineers that have a desire to build incredible data platform in a fast, efficient and scalable manner. You will have the opportunity to work with some of the brightest global subject matter experts that are transforming the automotive industry across Fleet Management, Asset Management and Insurance Telematics solutions.   You are:  Data Science who can develop differentiated capabilities in spatial and temporal data management (e.g. Location Intelligence, Mobile data analytics, spatial data cleaning, visualization and interactive queries) to establish our competitive advantage.   You will:  Drive Spatial data management applied research and develop core parallel algorithms and processes to bring Cartrack’s technology assets into big data platforms (include but not limit to Hadoop, Spark) Develop and scale the solutions to full-production grade Work with clients to design and develop data oriented advanced solutions, especially in the areas of location intelligence, data quality, spatial integration, Spatial data queries and data visualization Work with product managers and engineers to develop product roadmap and iterate minimum viable products to validate needs with real clients.     ","RequirementsYour background: As a Data Scientist, you have:  Strong background in algorithm design and implementation, research experience with geospatial related algorithm design is a plus Deep expertise in Big Data technologies such as Hadoop, Spark, and NoSQL databases, experience with parallel and distributed computing is a plus Strong programming skills in Java and Scala, experience in functional programming is preferred. ",https://www.mycareersfuture.sg/job/junior-data-scientist-cartrack-technologies-south-east-asia-af98eace345595bcae36ba551959a00a,East,Government support available
36,Predictive / Data Analyst,GOVERNMENT TECHNOLOGY AGENCY,Permanent,Middle Management,"Information Technology, Public / Civil Service","$6,500to$10,000",Monthly,"Do you want to transform the lives of citizens? If you do, join us for an opportunity to make a difference!   We are seeking a Predictive/Data Analyst to join our dynamic team to work on a state-of-the-art, next generation National Digital Identity platform that will profoundly transform the lives of citizens by enabling secure and seamless delivery of personalised online digital experience.   If you are looking for opportunities to collaborate with leading industry experts and be surrounded by highly motivated and talented peers, this is the place for you!   What to Expect:    Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress   Design and develop machine learning algorithms and analytical methods to support novel approaches of data and information processing   Perform explanatory data analyses, generate and test working hypotheses, prepare and analyse historical data and identify patterns   Integrate and embed analytic capabilities to enhance products and customer experience   Knowledge in big data technologies including cloud computing/distributed computing and data visualisation, as well as data management, statistical computing/machine learning, data visualisation, etc    How to Succeed:    Bachelor’s degree in Computer Science   More than 5 years of data analytics experience with strong statistical modelling and machine learning skills   Experience developing processes to govern analytics development life cycle   Demonstrated track record of success in delivering advanced analytics capabilities   Direct experience in implementing data management processes, procedures, data quality management, and decision support   Experience leveraging next generation tools and techniques such as Hadoop, Machine Learning, MapReduce, Spark, Python, R to build deployable analytical solutions   Proficient with programming in Python.   Working knowledge of data mining, statistical analysis and machine learning concepts, with the ability to apply them to make better decisions, find hidden patterns, and predict outcomes   Experience managing and working in an agile environment using agile tools and practices   ",,https://www.mycareersfuture.sg/job/predictive-data-analyst-government-technology-agency-a72a9f076c771504faaf3adae39ce6d9,,
37,Digital Marketing Specialist,DIGITAL CREWE PTE. LTD.,Full Time,Fresh/entry level,Marketing / Public Relations ,"$1,800to$2,500",Monthly,"----- Purpose ----- This is a hands-on operational role responsible for developing marketing assets (emails, webpages). The role will focus on the tactical execution of programs/campaigns within the given marketing automation platform and CRM. Being in this role requires working knowledge of workflow processes and systems within the marketing and sales cycle. Suitable individuals display skills and experience necessary for data management, digital marketing, digital campaign management, tools operation, data integrity, data reporting, data visualization, content management, and basic HTML editing. The individual must also be meticulous and possess a strong analytical ability to evaluate and make sense of data.  ----- Accountabilities ----- - Develop marketing assets (emails, webpages) and launch email marketing campaigns within MAPs - Perform data tasks such as data entry, data audits, data standardization, data normalization - Conduct data research and gap analysis to determine data health status - Performance reporting and analytics - Copyediting and proof-reading - Establish a strong understanding of MAPs, Marketing Automation workflows and digital marketing","Requirements----- Technical Skills -----  Marketing Automation Platforms (Marketo, Eloqua, Pardot) CRM or other Email Marketing Tools (Salesforce, GetResponse) Microsoft Excel and pivot tables Data management and reporting Data visualization tools (Microsoft BI Pro, QlikView) Workflow management HTML/CSS  We welcome all diploma holders to apply! Training will be provided. Being part of our Crewe means you are able to:  Work with our MNC clients and people across diverse cultures Thrive in an agile, fast-paced, digital marketing agency Think critically and logically Be a responsible, organized self-starter and a positive team player Deliver consistent and meticulous work Receive training benefits and planned career progression Be mentored to become Future Digital Marketers!  Please apply by sending your resume to recruit@digitalcrewe.com with your last drawn salary. Only shortlisted applicants will be notified.",https://www.mycareersfuture.sg/job/digital-marketing-specialist-digital-crewe-e86ed111c3fd4401a92ee524e2d9f4d7,West,
38,"Executive, Digital Analytics",CARAT MEDIA SERVICES SINGAPORE PTE LTD,"Permanent, Full Time",Executive,Advertising / Media ,"$3,500to$7,000",Monthly,"Background: iProspect is a global, award-winning marketing agency that drives business performance for many of the world’s largest brands. We pride ourselves on the loud drumbeat of innovation that sounds through the company. It drives the way we help solve clients’ problems, the way we build teams and product as well as the way through which we train and develop our people.  We strive to create an environment that fosters collaboration, celebrates creativity and encourages our employees to champion superior work and for us to develop superior working lives. Role Purpose: A balance of business and technical skill, the Senior Manager, Digital Analytics will be at the forefront of changing how the industry uses data to analyse and optimise media.  You are an acknowledged technical specialist, but want to be closer to clients’ business challenges than other roles give you the opportunity to be. Comfortable working with both commercially and technically-focused teams, your communication skills will help you win over colleagues who are not yet analytics advocates.  Your ability to design process, identify patterns and synthesize a simple story will help senior decision makers grow their business.  After all, data is nothing without insight. You will join a distinctly ambitious regional team, passionate about getting data right.  We ask a lot, but in return you’ll see your career grow rapidly in an industry at the heart of the digital revolution. Key accountabilities:  Subject matter expertise in Google Analytics 360 suite or Adobe Analytics Advising in data flows across a range of technologies (such as Data Management Platforms and Customer Data Platforms) as well as data visualisation, analytics platforms and databases Business analysis; understand clients’ operations, processes and objectives Design new and improve existing analytical solutions Supervise and contribute to development work – in particular, develop junior team members’ skill and enthusiasm Be the key point of contact both internally and client-facing for ongoing analytics projects Develop junior team members’ skill and enthusiasm for your work Advising in data flows across a range of technologies (such as Data Management Platforms and Customer Data Platforms) as well as data visualisation, analytics platforms and databases Contribute to new business initiatives, supporting the team in winning new work and clients ","Requirements Strong logic & quantitative skills, including analytical abilities and mathematical proficiency Demonstrated experience in web or app analytics advisory and implementation Additional technical expertise; advisory and implementation of Data Management Platforms and Customer Data Platforms, coding ability (SQL, Python, R, javascript) and product knowledge (AdTech, site/app analytics, cloud platforms, data visualisation tools) Great interpersonal skills; ability to build and maintain strong working relationships internally and externally Strong attention to detail; able to determine why a number is right or wrong.  A disposition towards solutions, not problems Self-motivated & articulate in explaining technical concepts to a less specialist audience An appetite for innovation; you’ll want to get involved with local and global teams building new analytical products Strong Microsoft Office skills, notably;     Especially strong in Excel – data wrangling, pivot tables, macros etc Strong in PowerPoint – data presentation & story telling   Remain calm when faced with multiple tasks; able to prioritise and deliver on time Willingness to ‘pick up and run’ with projects when necessary; own deliverables and see them to completion Comfortable working & learning independently, as well as in a team Understand how we add value to our clients’ business Fluency in English (written and oral)  Additional Skills:  Knowledge of other digital/marketing fields e.g. SEO, PPC or web development Knowledge of analytical modelling ",https://www.mycareersfuture.sg/job/executive-digital-analytics-carat-media-services-singapore-7b7de4aa5cfd4da5a4c02cd91395a9d7,Central,Government support available
39,Support Analyst,THE TORONTO-DOMINION BANK,Permanent,Professional,Banking and Finance,"$6,000to$11,000",Monthly,"TD Enterprise Information Management Building a World-Class Technology Team at TD We can't afford to be boring. Neither can you. The scale and scope of what TD does may surprise you. The rapid pace of change makes it a business imperative for us to be smart and open-minded in the way we think about technology. TD's technology and business teams become more intertwined as new opportunities present themselves. This new era in banking does not equal boring. Not at TD, anyway. TD Data and Information Management covers building, developing, designing, and implementing involved with tech data management solutions. Where do we begin? These experts analyze, design, develop and support TD's info management system; lead and support bank data curation; develop data road map and info management strategies; focus on complex data integration, and drive use of our data reference model. This area doesn't work in isolation. We love data and we feel the same about integration and our assignments prove it.   TD Enterprise Information Management Residing within Enterprise Information Management (EIM), the Enterprise Information Management group is responsible for the delivery and support of technology solutions for the Corporate function unit, including distributed and centralized applications. Examples of projects and applications currently serviced by the Information Services team include the Big Data Analytics, Hadoop, ETL and Data warehouse related projects. There's room to grow in all of it.   Main Duties and Responsibilities An individual contributor responsible for performing migration from existing scheduling systems to Autosys and to provide production & system support.  The candidate must work closely with Business analyst, infrastructure support team and will be responsible for complete code life cycle.","Requirements The basic responsibility is to migrate the Hadoop Jobs from the existing scheduling system to Autosys. Be an individual contributor and part of Autosys migration project team. Must have strong knowledge in Linux, Python and Pearl Scripting Must have strong knowledge in debugging existing scripts and get to the point of failure. Must have effective verbal and written communication skills, should be able to provide project related documentations. Able to understand the time complexities and proactively work along with the Autosys migration team that sits across Singapore, India and Toronto locations Should be flexible to work in shifts. Able to understand the requirements from Business Analyst, develop the scripts, Test and promote it to all environments and bring it to BAU Ensure high quality work and maintenance of standards within own area of responsibility Work on other project support initiatives as assigned. Willingness to perform Tier 2 support activities for the enterprise wide Big Data- Hadoop Platforms   Post-secondary degree: Computer Science, Engineering or similar degree preferred 5 to 8 years of strong hands-on experience in Linux (Commands & scripts) and Python. Application support experience and aptitude for support (eventually the team will merge with L2 support) team. Batch Design:  Ability to understand data flow / batch job design and best practices     Good experience on Level 2 application support, handling batch failures and investigation Knowledge of Autosys or Control M scheduling tool   Tangible experience with information technology;     Data and systems management Hadoop administration and utilities Java, virtual environments and   Knowledge of Hadoop eco systems is an added advantage. Working experience with Source Code Repository systems and data lineage standards is essential. In addition, ability to use revision control systems such as Git Strong analytical and problem-solving skills; uses strong communication skills to communicate complex issues in easily understandable terms. Experience with orchestration workflows and high-level configuration management concepts and implementations. Understanding of networking, firewalls and load balancing.  Interpersonal Skills  Strong verbal, written, presentation & communication skills. Demonstrated ability to manage and deliver on multiple tasks on time. Demonstrated history of being self-motivated, energetic, results-driven, and executing with excellence Quick learner, ability to learn TD Change management processes and other key skills     ",https://www.mycareersfuture.sg/job/support-analyst-toronto-dominion-bank-5a9131124fadbb780fda124f50cf06f3,Central,Government support available
40,"Data Architect, Vice President","JPMORGAN CHASE BANK, N.A.","Permanent, Full Time",Senior Executive,Information Technology,"$7,500to$15,000",Monthly,"Our Global Technology Infrastructure group is a team of innovators who love technology as much as you do. Together, you’ll use a disciplined, innovative and a business focused approach to develop a wide variety of high-quality products and solutions. You’ll work in a stable, resilient and secure operating environment where you—and the products you deliver—will thrive. Working as an Architect, your passion for technology and thirst for innovation will help shape the future of global digital commerce, now and for years to come. Every day, you’ll bring critical day-to-day leadership and thinking to the table, working with teams of architects, aligning cross-functional projects, ensuring that they’re within reason, fiscally and technically. You’ll collaborate with internal teams and business leaders alike, creating strategically sound Target State Architectures. You will have a major say in budgeting, hiring, mentoring, setting priorities and fostering a client-centric environment where everyone learns and grows. At the end of the day, your work will have tremendous and positive impact, whether it’s in-house, in collaboration with technologists across JPMorgan Chase & Co.’s global technology community or in partnership with some of the most important tech firms in the world.  This role requires a wide variety of strengths and capabilities, including: •BS/BA degree or equivalent experience •Expertise in application, data and infrastructure architecture disciplines •Fluency in architecture and design across all systems •Knowledge in at least one area of technical architecture •Strategic thinking and passion for business strategy and business processes •Experience in risk and risk control compliance •Ability to work collaboratively in teams and develop meaningful relationships to achieve common goals •Implementation of enterprise grade solutions for technology data management •Technical expertise including data sourcing, ingestion, persistence and presentation capabilities •Deliverables are expected to adhere to code quality standards, test coverage, maintainability etc •Subject matter expertise in technology infrastructure (Compute, Storage, backup, network, cloud) and asset lifecycle management •Understand and deliver data modeling requirements – physical and logical data modeling •Drive data quality enhancements at scale to solve business problems in a prioritized manner •Build and support data flow integration between different products increasing the capabilities of our product and expanding its use across the firm •Ability to understand and deliver client requirements end to end for reference data and data lake aligned use cases •Ensure proper risk management process is adhered too, to mitigate risk exposure for the firm •Client centric focus – ensure a positive user experience by our consumers","Requirements Hard Skills / Requirements •Technology Infrastructure Expertise ◦Ability to understand in depth how technology products are delivered (e.g. virtual server infrastructure technology, block storage, industry leading cloud providers) ◦Ability to understand what data needs to be collected and how it can be collected to meet the firm’s requirements ◦Understand of disaster recovery (DR) requirements, how a technology organization would plan and assess readiness for DR scenarios – including technology products used to achieve DR readiness •Strong Data Architecture experience ◦Advanced understanding of reference data, data lake, and other information system solutions ◦Experience integrated multiple systems together to create an intelligent and resilient information system solution ◦Ability to use industry standard tools to create logical and physical data models for technology infrastructure and reference data •Information System Design ◦Experience delivering or supporting information systems using extract, translate, load (ETL) and publishing methods ◦Understanding the right technical solution to represent the data appropriately to meet the client requirement ◦Experience with performance tuning of information systems (e.g. streamlining ETLs to run faster) •Data Quality Experience ◦Understanding the core concepts of data quality–how to measure improve ◦Ability to analyze data for data quality gaps ◦Understanding what data quality issues pose the greatest risks to the firm’s operations and raising those to governance effectively Soft Skills/attributes required for this Role •Experience at a large multinational company •Collaborative personality – ability to deliver in coordination with many different teams •Strong communication skills – ability to provide clarity and focus to projects while working with both engineering groups as well as senior management •Strong presentation skills – ability to create professional presentations and present clear stories to large audiences •Self-motivated – desire to take on increasing responsibility over time •Autonomous – ability to understand their role in depth and make decisions independently   When you work at JPMorgan Chase & Co., you’re not just working at a global financial institution. You’re an integral part of one of the world’s biggest tech companies. In 20 technology centers worldwide, our team of 50,000 technologists design, build and deploy everything from enterprise technology initiatives to big data and mobile solutions, as well as innovations in electronic payments, cybersecurity, machine learning, and cloud development. Our $10B+ annual investment in technology enables us to hire people to create innovative solutions that will are transforming the financial services industry.  At JPMorgan Chase & Co. we value the unique skills of every employee, and we’re building a technology organization that thrives on diversity.  We encourage professional growth and career development, and offer competitive benefits and compensation.  If you’re looking to build your career as part of a global technology team tackling big challenges that impact the lives of people and companies all around the world, we want to meet you.  A quick link to this particular job posting can be found in this URL: http://jobs.jpmorganchase.com/ListJobs/ByKeyword/190023344/ Please note that only short-listed candidates will be notified. We thank you for your interest and wish you all the best in your career. Yours Sincerely, Human Resources JPMorgan",https://www.mycareersfuture.sg/job/data-architect-vice-president-jpmorgan-chase-bank-na-ead2efae5c19a366d0a33ecb4b82988d,,Government support available
41,Data Science Engineer,DATAROBOT SINGAPORE PTE. LTD.,Permanent,Professional,Information Technology,"$90,000to$150,000",Annually,"As a Data Science Engineer in DataRobot, you will work on our machine learning platform and actively contribute to the automation of data science best practices and the development of our state-of-the-art preprocessing, modeling and reporting capabilities. As a Data Science Engineer on our team, you will accelerate the process of engineering features to get the most out of multiple data sources and data types. The people you will work with own the entire feature learning experience for DataRobot, and is responsible for making sure our feature discovery automation and resulting models are the best in the world. You will build out Data Management and ETL system inside DataRobot utilizing distributed frameworks such as Spark, Hadoop and Kubernetes. You will build scalable solutions to process high data volumes, with the main focus on crafting robust components for data intake, cleanup and full variety of data transformation. You will also be responsible for designing and implementing features from start to finish, including clean and easy to use APIs, automated tests, and deployment infrastructure.",Requirements 5+ years of combined python Engineering / Data Science experience     Minimum 1 year of Engineering experience Minimum 1 year of Data Science experience   ,https://www.mycareersfuture.sg/job/data-science-engineer-datarobot-singapore-51a02f9c2b6cd9a12c4d34b71a9560ef,Central,Government support available
42,"Executive / Senior Executive (Systems and Data Branch), Planning Division",Ministry of Social and Family Development,Full Time,,Public / Civil Service,Salary undisclosed,,"The Planning Division (PD) under SPSG oversees Group-level planning and strategy development, systems and data management, data analytics, manpower planning and internal capability development. The Systems and Data Branch (SDB) oversees, manages and develops ICT systems to support service delivery and data sharing across the social service sector.
 
Responsibilities:
You will be support MSF’s mission of nurturing resilient individuals, strong families and a caring society by equipping front line social service professionals with systems and data to enable them to perform their work in an effective and efficient manner.
You will work with MSF/ITG and IT vendors in ensuring the development and management of existing and new Information Technology (IT) systems overseen by SDB. This entails developing and implementing operational workflows for business users; coordinating the gathering of requirements from business users and prioritising the service requests and system enhancements; and working with MSF/ITG and IT vendors to roll out the prioritised enhancements to better enable the IT systems in supporting service delivery.
You will also be responsible for handling enquiries and user feedback, and generating data analysis and reports. Over the course of the work, you will have the opportunity to work closely with various internal and external stakeholders e.g. Social Service Offices, Family Service Centres, other ministries, non-government organisations and private vendors.
 
Competencies required:
You are proactive, dynamic and always looking to learn new things. Besides strong analytical and project management skills, you are people-centric with good written and verbal communication skills. You are resourceful and work well both independently and as part of a team. Knowledge of and experience working in social sector environment is an advantage. Strong skills in data handling is also preferred e.g. experience in usage of data extraction tools, proficiency in MS Excel.",,https://www.mycareersfuture.sg/job/executive-senior-executive-planning-division-ministry-social-family-development-8b0e5ad293f9255d50910a8e01467a48,,
43,CRM Data Analyst,ASPIRE GLOBAL NETWORK PTE. LTD.,Permanent,Professional,Information Technology,"$3,500to$6,200",Monthly,"  CRM Data Analyst A well-established British recruitment company is looking for a CRM Data Analyst, Asia Pacific to be based in Singapore. Having been in the industry for over 40 years, they have greatly expanded to include operations in various continents such as Asia Pacific, Africa, America and more. Some of their key industries include Financial Services, Healthcare, FMCG and Professional Services. Being part of the Group Services: Marketing team, you will report to the Senior CRM Manager, Asia Pacific. You will support the business in their data analytics requirements, propose methods to acquire and retain customers as well as be involved in growth campaigns across the APAC region. If this is something you are looking for, apply now! Responsibilities:  Inform stakeholders and the business on upcoming methods involving data management Analyse data to inform business development and campaigns Work with IT to manage CRM system and data warehousing Be involved in CRM initiatives and oversee execution of campaigns Maintain and improve data management processes and accuracy Recommend and manage end-to-end marketing campaigns based on analysis of customer and client data Act as a liaison between the IT and CRM team to identify consumer segments to be targeted for campaigns Propose and implement database segmentation Carry out surveys to obtain feedback on how to improve business processes Provide advise and recommendations where necessary for business growth   ","RequirementsRequirements:  At least 2 years of data analysis, coding and reporting experience in a SQL Server environment Experience in SQL data extraction, overseeing and driving campaigns and projects Analytical, data-driven, well-versed with Excel SQL experience is a must Ability to build strong relations with internal and external parties Experience working with several SDLC methodologies such as Waterfall and Agile Experience in PowerBI, Exact Target, Salesforce Marketing Cloud, Pardot or Marketo is preferred Experience managing campaigns, projects, proposals and presentations to senior management is preferred Exposure working with various teams across several regions is preferred Experience with Crystal Reports or other reporting package is advantageous  Interested? Apply away! Sophia Holmans - EA License: 11C4388 Registration: R1872027",https://www.mycareersfuture.sg/job/crm-data-analyst-aspire-global-network-72550b8ea34bcc4bb37f4efba636afd6,Central,
44,CRM Data Analyst,ASPIRE GLOBAL NETWORK PTE. LTD.,Permanent,"Professional, Executive",Information Technology,"$6,000to$10,000",Monthly,"CRM Data Analyst A well-established British recruitment company is looking for a CRM Campaign Data Analyst, Asia Pacific to be based in Singapore. Having been in the industry for over 40 years, they have greatly expanded to include operations in various continents such as Asia Pacific, Africa, America and more. Some of their key industries include Financial Services, Healthcare, FMCG and Professional Services. Being part of the Group Services: Marketing team, you will report to the Senior CRM Manager, Asia Pacific. You will support the business in their data analytics requirements, propose methods to acquire and retain customers as well as be involved in growth campaigns across the APAC region. You will have the opportunity to implement improvements to their CRM processes and can expect to be promoted to a Manager in your next appraisal review, upon exceptional performance. If this is something you are looking for, apply now! Responsibilities:  Inform stakeholders and the business on upcoming methods involving data management Analyse data to inform business development and campaigns Work with IT to manage CRM system and data warehousing Be involved in CRM initiatives and oversee execution of campaigns Maintain and improve data management processes and accuracy Recommend and manage end-to-end marketing campaigns based on analysis of customer and client data Act as a liaison between the IT and CRM team to identify consumer segments to be targeted for campaigns Propose and implement database segmentation Carry out surveys to obtain feedback on how to improve business processes Provide advise and recommendations where necessary for business growth ","RequirementsRequirements:  At least 5 years of data analysis, coding and reporting experience in a SQL Server environment Experience in SQL data extraction, overseeing and driving campaigns and projects Analytical, data-driven, well-versed with Excel SQL experience is a must Ability to build strong relations with internal and external parties Experience working with several SDLC methodologies such as Waterfall and Agile Experience in PowerBI, Exact Target, Salesforce Marketing Cloud, Pardot or Marketo is preferred Experience managing campaigns, projects, proposals and presentations to senior management is preferred Exposure working with various teams across several regions is preferred Experience with Crystal Reports or other reporting package is advantageous  Interested? Apply away! Sophia Holmans - EA License: 11C4388 Registration: R1872027",https://www.mycareersfuture.sg/job/crm-data-analyst-aspire-global-network-dccc8a3b7b4f2f1946c7e0d24ea01269,Central,
45,CRM Data Analyst,ASPIRE GLOBAL NETWORK PTE. LTD.,Permanent,Professional,Information Technology,"$6,000to$8,500",Monthly,"CRM Data Analyst A well-established British recruitment company is looking for a CRM Campaign Data Analyst, Asia Pacific to be based in Singapore. Having been in the industry for over 40 years, they have greatly expanded to include operations in various continents such as Asia Pacific, Africa, America and more. Some of their key industries include Financial Services, Healthcare, FMCG and Professional Services. Being part of the Group Services: Marketing team, you will report to the Senior CRM Manager, Asia Pacific. You will support the business in their data analytics requirements, propose methods to acquire and retain customers as well as be involved in growth campaigns across the APAC region. You will have the opportunity to implement improvements to their CRM processes and can expect to be promoted to a Manager in your next appraisal review, upon exceptional performance. If this is something you are looking for, apply now! Responsibilities:  Inform stakeholders and the business on upcoming methods involving data management Analyse data to inform business development and campaigns Work with IT to manage CRM system and data warehousing Be involved in CRM initiatives and oversee execution of campaigns Maintain and improve data management processes and accuracy Recommend and manage end-to-end marketing campaigns based on analysis of customer and client data Act as a liaison between the IT and CRM team to identify consumer segments to be targeted for campaigns Propose and implement database segmentation Carry out surveys to obtain feedback on how to improve business processes Provide advise and recommendations where necessary for business growth ","RequirementsRequirements:  At least 5 years of data analysis, coding and reporting experience in a SQL Server environment Experience in SQL data extraction, overseeing and driving campaigns and projects Analytical, data-driven, well-versed with Excel SQL experience is a must Ability to build strong relations with internal and external parties Experience working with several SDLC methodologies such as Waterfall and Agile Experience in PowerBI, Exact Target, Salesforce Marketing Cloud, Pardot or Marketo is preferred Experience managing campaigns, projects, proposals and presentations to senior management is preferred Exposure working with various teams across several regions is preferred Experience with Crystal Reports or other reporting package is advantageous  Interested? Apply away! Sophia Holmans - EA License: 11C4388 Registration: R1872027",https://www.mycareersfuture.sg/job/crm-data-analyst-aspire-global-network-72bfadbede4b04ee506d44018271dc36,Central,
46,GIS - Software Engineer (Pisces),A*STAR RESEARCH ENTITIES,"Contract, Full Time",Non-executive,Sciences / Laboratory / R&D,"$4,500to$9,000",Monthly,"Project Description: As one of the key initiatives in GIS, our group is working on a biotechnology development project involving cutting edge optical imaging system for multiplexed and high-resolution cellular imaging with a corporate partner. The project will involve engineering instrument development, as well as biological process workflow development. The group consists of Life Science and Engineering professionals from both GIS and our corporate partner. There will also be extensive collaborations with external research and contract engineering organizations.   Job Summary: A software engineer position for talented researcher to lead software design of imaging instrument and mathematical analysis of complex spatial genomics data sets. In this challenging but rewarding career opportunity, you will be required to develop and maintain software that will analyze the data from a sophisticated bio-imaging system. In addition, you will be required to assist other engineers in writing software for the bio-imaging system. This requires you to:  Coordinate with algorithm/instrumentation scientists to support core image processing pipelines and ensure all analyses are traceable, logged, and reproducible (30%). Track bottlenecks in analysis pipelines and suggest improvements (10%) The position works collaboratively with biologists and assay scientists to analyze data and perform cross-platform data analysis. (10%) Play a key scientific role leveraging innovative computational analysis strategies and work with scientists and data managers to design quality control, data harmonization, data cleanup and data management/storage strategies for large, complex data sets. (20%) Assist hardware/optical engineers to design and write system software (30%) ","Requirements PhD in a quantitative field where bio-imaging software and/or image analysis algorithm was developed by you as part of the PhD work. Or Masters in Software Engineering with at least 4 years’ experience developing software. Experience in MatLab, Python, and/or similar language is a requirement.     Key Competencies:  Experience in MATLAB, Python, and/or similar language is a requirement Knowledge of core concepts in applied statistics is a requirement Experience in large data management will be a plus Experience in application of Machine Learning/AI will be a plus Experience in bioinformatics is a plus    The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.",https://www.mycareersfuture.sg/job/gis-software-engineer-astar-research-entities-b492b3cf6d6540bbd3e6d498c2bc6e6c,,Government support available
