,job_titles,companys,employment_type,seniority,industrys,salary,salary_terms,job_descriptions,job_requirements,links,location,gov_support
17,data scientist,GRABTAXI HOLDINGS PTE. LTD.,Permanent,Professional,Information Technology,"$6,000to$12,000",Monthly,"Get to know our Team: Grab’s Data Science Department works on some of the most challenging and fascinating problems in transport, logistics, economics, and the space around. We apply deep learning, geospatial data mining, simulation, forecasting, scheduling, optimization, and many other advanced techniques on our huge datasets to push our business metrics to their bounds, directly and indirectly. We foster a culture where we enjoy raising the bar constantly for ourselves and others, and that strongly supports the freedom to explore and innovate. Sample of problems the Data Science Department solve - Intelligent allocation, machine/deep learning - based predictions (all sorts!), Dynamic pricing, Supply/demand forecasting and positioning, Incentives and promotions optimization, Carpooling matching, Shuttle and on-demand bus routing and scheduling, Multi-modal transport, Geospatial data mining, etc. The Machine Learning team at Grab provides an opportunity to apply supervised as well as unsupervised learning on large scale data. We build algorithms and models to match passenger and driver, we predict time of arrival, we predict when a driver will churn (i.e. stop driving for Grab) etc. We explore models ranging from simple linear ones to ensembles to deep learning. If you enjoy predictions and algorithms, let's have a chat! Get to know the Role:  Build, validate, test, and deploy machine learning models (e.g. predictive, forecasting, clustering) using proven and experimental techniques. Deploy an online learning model where applicable Define hypotheses, develop and execute necessary tests, experiments, and analyses to prove or disprove them Translate data speak to human speak by effectively conceptualizing analysis to team members and business stakeholders  The day-to-day activities:  Develop creative algorithms by employing machine learning, and data mining techniques Contribute to team’s innovation and IP creation   ","RequirementsThe must haves:  Ph.D. graduate, or Masters(with at least 3 years of experience), in Computer Science, Electrical/Computer Engineering , Operations Research or Mathematics/Statistics Understanding of machine learning, deep learning, data mining, algorithmic foundations of optimization Experience with machine learning framework (scikit-learn, Spark MLlib etc) Proficient in one or more of the following programming languages: Python, R, Scala. Experience in building ML models at scale, using real-time big data pipelines on platforms such as Spark/MapReduce Familiar with noSQL, postGIS, stream processing and distributed computing platforms Self-motivated, independent learner, and willing to share knowledge with team members Detail-oriented and efficient time manager in a dynamic and dynamic working environment ",https://www.mycareersfuture.sg/job/data-scientist-grabtaxi-holdings-f71024a6828e9c133dd36aa3c090c06a,Central,
18,Research Fellow,CAMBRIDGE CENTRE FOR ADVANCED RESEARCH AND EDUCATION IN SINGAPORE LTD.,Full Time,Professional,Engineering,"$4,000to$7,000",Monthly,"Who are we? We are the University of Cambridge presence in Singapore called Cambridge CARES, sponsored by the NRF CREATE program CAM.CREATE. CARES also hosts industry-funded and other agencies funded projects. Our team is comprised of world-class scientists and engineers working in a vibrant, fast-paced environment with great opportunities for knowledge and skills development. CARES is a partner in the Pharma Innovation Programme Singapore (PIPS). The core partners of PIPS are: the Agency for Science, Technology and Research (A*Star), The National University of Singapore (NUS), the Nanyang Technological University (NTU), the Singapore Institute of Technology (SIT), and pharma companies GlaxoSmithKline (GSK), MSD International GmbH (Singapore branch), and Pfizer Asia Pacific. Within PIPS, CARES is leading a project “DEVELOPMENT OF MULTI-STEP PROCESSES IN PHARMA”, which aims to transform the way how manufacturing processes are developed within the context of pharma. The project will include research developments in the areas of process systems engineering, machine learning and automated experimental systems. The outcomes of the project are expected to be directly transferred to the industrial partners.   Who are we looking for? We are looking to fill a vacancy of a Research Fellow with experience in process development and machine learning. We are seeking a candidate with experience in closed-loop optimization using machine learning algorithms, understanding of coding and development of machine learning tools, the experience of using machine learning toolboxes.","RequirementsWhat skills do you have? Working with machine learning toolboxes in Matlab and/or Python, developing machine learning applications for chemical process development, working with experimentalists on automated process development.   When is position available and for how long? The position is available from June 1st 2019 as a fixed-term contract with the end-date of 31 May 2022. The position will be offered subject to a probationary period of six months. What can we offer you?  A stimulating working-environment with friendly, highly motivated colleagues. Opportunities to develop and implement new ideas in a creative environment. A competitive salary in line with your skills and experience. A one-year contract in the first instance, extendable following satisfactory performance. A comprehensive medical insurance cover as part of your employment.    Please note that this post is mainly based in the CREATE Tower at NUS University Town, Singapore. To apply, please send your CV and cover letter (summarising the most relevant skills and experience that you have for the position)",https://www.mycareersfuture.sg/job/research-fellow-cambridge-centre-advanced-research-education-singapore-e726bcd362e1e4ae64029235fcec43e7,South,Government support available
19,Predictive / Data Analyst,GOVERNMENT TECHNOLOGY AGENCY,Permanent,Middle Management,"Information Technology, Public / Civil Service","$6,500to$10,000",Monthly,"Do you want to transform the lives of citizens? If you do, join us for an opportunity to make a difference!   We are seeking a Predictive/Data Analyst to join our dynamic team to work on a state-of-the-art, next generation National Digital Identity platform that will profoundly transform the lives of citizens by enabling secure and seamless delivery of personalised online digital experience.   If you are looking for opportunities to collaborate with leading industry experts and be surrounded by highly motivated and talented peers, this is the place for you!   What to Expect:    Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress   Design and develop machine learning algorithms and analytical methods to support novel approaches of data and information processing   Perform explanatory data analyses, generate and test working hypotheses, prepare and analyse historical data and identify patterns   Integrate and embed analytic capabilities to enhance products and customer experience   Knowledge in big data technologies including cloud computing/distributed computing and data visualisation, as well as data management, statistical computing/machine learning, data visualisation, etc    How to Succeed:    Bachelor’s degree in Computer Science   More than 5 years of data analytics experience with strong statistical modelling and machine learning skills   Experience developing processes to govern analytics development life cycle   Demonstrated track record of success in delivering advanced analytics capabilities   Direct experience in implementing data management processes, procedures, data quality management, and decision support   Experience leveraging next generation tools and techniques such as Hadoop, Machine Learning, MapReduce, Spark, Python, R to build deployable analytical solutions   Proficient with programming in Python.   Working knowledge of data mining, statistical analysis and machine learning concepts, with the ability to apply them to make better decisions, find hidden patterns, and predict outcomes   Experience managing and working in an agile environment using agile tools and practices   ",,https://www.mycareersfuture.sg/job/predictive-data-analyst-government-technology-agency-a72a9f076c771504faaf3adae39ce6d9,,
20,Junior Data Scientist,HUBBLE PTE. LTD.,Full Time,Professional,Information Technology,"$3,600to$7,100",Monthly,"Who are we: Hubble is a technology startup focused on revolutionising the Construction Industry. The Construction industry undertakes the world’s largest, most expensive, and complex projects ever dreamt of by mankind. Yet, the Construction industry is notoriously slow to adopt new technologies and as a result, there exists a large amount of inefficiencies and problems that Hubble can create positive value and make a great impact on. This impacts the homes people live in, offices people work in, and cities generations live in. There is no other industry where technology can have a greater impact. Bar none. Hubble’s vision is to build the pillars of trust for the Construction industry and we are on a mission to develop the autonomous self-building construction sites of tomorrow - powered by big data, machine learning, and artificial intelligence.. Our first step to our mission is to track the Man, Machine, Material, and Money (4M) data - for the Construction industry. The 4M data can be used to optimise operations at the worksites as well as to build an automated trading platform for the 4M. We have grown rapidly to become the market leader in each of the 4M verticals: 1. Man: We have more than 10,000 construction workers (~5% market share) on Hubble's platform and have tracked more than 35 million man-hours in total. 2. Machine: We track more than 1.5 million machinery transactions/year and have >US$100 million worth of machinery on Hubble's platform today. 3. Material: We developed Hubble Maps (Patent Pending) for precise indoor material and man tracking. We were awarded BCA's Innovation Grant 2018 and presented our technology to DPM Teo Chee Hean. 4. Money: We are deployed at iconic projects such as Project Jewel, Paya Lebar Quarters, Gardens by the Bay, and City Gate and have tracked more than $1 billion in project value. Interesting fact: We have grown rapidly without any venture funding to become the market leader in this space in less than 1 year. Our partners include the largest and most prestigious Construction companies such as Woh Hup, Lum Chang, Hexacon, Erect Group, Koh Kock Leong Enterprise, Chuan Lim Construction, and OAS Painting and Construction. We have also built the best engineering, product, and business team comprising the best and brightest of Singapore. We are a collegial set up and are extremely collaborative. We are hiring aggressively and are looking for motivated, smart, driven, and resourceful people to join our team. Who are we looking for: Hubble has entered into a 12 - 18 months partnership with 2 leading Data Companies who are experts in big data, machine learning, and artificial intelligence - BoostML (see attached BoostML_Intro.pdf) and A*Star (see here) to help build up Hubble’s data infrastructure and strategy. BoostML will station 3 senior data scientists and engineers at Hubble full time over 18 months. We are looking for a talented Junior Data Scientist/Engineer who is passionate about this space and looking to learn the tools of the trade from the best in the business. You will be learning from BoostML and A*Star to build up Hubble’s data capabilities and take full ownership and leadership of this vertical at the end of 18 months after BoostML and A*Star completes the build up phase. This is an exciting and challenging role and our bet is on you. We want to groom and train you to become the future leaders in Hubble (see What Hubble will give you section). Your current mood: You want to be a data scientist but lack the ‘right’ paper qualifications for the job. You feel that you have talents in abundance but they are not recognised because of ‘paper qualifications’. You want to make an impact at work and make a dent in the universe. You want to be in a dynamic, fun, and energetic environment. You also want to be mentored by the best data scientists and engineers in Asia and aspire to take on leadership role in a fast growing startup. You want to step up to the plate now. You want to bat for home run and help build up the data capability of a fast growing company - Hubble. What Hubble will give you: Hubble is built by a team of talented, driven, and ambitious individuals. We do not subscribe to conventions. We do not let history and traditions dictate and limit our dreams to shape the world. We adopt the same mindset with our hiring. We are looking for the best and we want to bet on you. In this position, we will give you all the exposure and resources you need to eventually grow into the role of Head of Data. If you mindset is right, we promise you the ride of your life. Who will you be working with: If you connect with any of the description below, please apply immediately:  Purpose driven Hungry, ambitions, and self-motivated Meritocratic, results/performance > age/bureaucracy Resourceful, independent, chart our own destiny Determined, perseverance, and hard working Creative, innovative, out of the box  Yes, the above is everyone of us at Hubble. What will you be doing:  Trained under BoostML and A*Star and to be main coordinator To be the overall in-charge with data related matters at Hubble  Processing data pipelines. Build and maintain data mart and data warehouse. Development of Machine Learning apps Development of resource optimisation algorithms such as automated deployment algorithms for 4M ","RequirementsWhat skill sets do you need:  Proficient in Python. Proficient in one query language SQL, such as MySQL. Experience with cloud platform GCE or AWS. Experience with Big Query/ Redshift. Experience with essential tools like Git, Docker. Machine Learning knowledge is highly desirable. ",https://www.mycareersfuture.sg/job/junior-data-scientist-hubble-ea469ffbfdbf74a06767387a8c83c2d3,North,Government support available
21,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,"Contract, Full Time",Professional,Sciences / Laboratory / R&D,"$5,000to$6,500",Monthly,"A research fellow position is available in the areas of cyber security, machine learning, and software engineering. The position involves conduct research and experiments on the topics of cyber security and machine learning, including detection of cyberattacks, malware and software vulnerability in machine learning systems, tool implementation to detection algorithms, and writing research reports and documents. Applicants should have relevant background in security, machine learning, software development, testing, and program analysis. Applicants should be proficient in Python, C++, Java, JavaScript.","Requirements PhD degree on software engineering, computer science, engineering, or other related disciplines.  Knowledge in security, machine learning, software engineering, and related areas. Be able to conduct research individually and collaboratively. Fluency in Python, C++, Java, JavaScript. Excellent communication and writing skills, ability to take initiatives, and hard-working.  ",https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-0eba20613a7e3861dd43605e55fd795e,West,
22,Senior Algorithm Engineer,SENSETIME INTERNATIONAL PTE. LTD.,Full Time,Professional,"Engineering, Information Technology","$6,000to$10,000",Monthly,We are looking for researches who pursue innovative ways to resolve difficult challenges and who have strong publications in machine learning/deep learning/computer vision to support their passionate advocates.  Work on growing company's A.I offerings through innovative machine learning algorithms Work across teams to define product development technical roadmap Implement deep learning / machine learning into prototypes / products ,"Requirements Master Degree in Computer Science or IT Engineering related, or equivalent practical experience Good knowledge and experience in Java or C++ or Python Teamwork skills, exeptional analytical skills ",https://www.mycareersfuture.sg/job/senior-algorithm-engineer-sensetime-international-e05b771030b1a684d5e9a88e7700180b,Central,Government support available
23,Senior Data Engineer (Data Science and Artificial Intelligence),Maritime and Port Authority of Singapore,Permanent,Executive,Public / Civil Service,Salary undisclosed,,"As a core team member of the MPA Data Science and Artificial Intelligence department, the data engineer primary duties are to design, build, integrate MPA’s various data science platforms and systems. Reporting to the Chief Information Officer (CIO), you will be heavily involved in shaping the department’s strategic development and future roadmap.  You will drive the establishment of MPA’s Data Science Centre of Excellence to support the building, development and scaling of next-generation data systems in MPA, including the Singapore Maritime Data Hub, MPA Big Data Platform and internal Data Lake. You will also be responsible for the end-to-end management of MPA’s Hadoop-based Big Data Platform including design, prototyping, productising, optimising and maintaining data pipelines and data sets to support data science team in conducting quantitative analysis and developing machine learning and AI applications. You would be expected to work closely with the application development teams, business users, data analysts and maritime technology community to support data sharing, system integration and application testing. You will also determine the efficacy of our current data architecture and work with the IT team to map out strategy plans to strengthen data management, data governance, data privacy and cyber security issues. We are looking for experienced hires who possess the following:  A relevant qualification  in IT, Engineering, Computing, Data Science or other related disciplines with at least 5 years of work experience in a data engineering role or similar function. Experience in developing near real-time big data infrastructure and deploying high performance production systems to support data science, machine learning and AI algorithms/applications.    Experience in enterprise data platforms and Big Data tools:-Apache Hadoop ecosystem and related tools (HDFS, MapReduce, Kafka, Spark, Hive, NiFi).-Cloud-based data platforms (Cloudera, Talend, HortonWorks, AWS, Google BigQuery, Microsoft Azure).- Enterprise database and data warehouse management (Sybase, SAP, MySQL, SQL Server, Oracle, PostgreSQL). Experience with building data or metric-driven experimentation platform e.g. to conduct A/B testing experiments. Candidates with knowledge or experience in any of the following areas would have an added advantage:- Knowledge of AI programming and applications (deep learning, natural language processing, neural networks).- Experience in software development or strong programming skills (Python, R, Java, C++).- Experience working on Talend Data Management System.- Knowledge of machine learning tools, libraries and techniques (eg. TensorFlow, Scikit-learn, Pytorch).- Familiar with data visualisation tools (Tableau, Qlik).- Familiar with API frameworks and development.- Strong communication skills with ability to articulate and present complex data insights and information for broad range of audience. ",,https://www.mycareersfuture.sg/job/senior-data-engineer-maritime-port-authority-singapore-5e04d9fe6a97ad7bd5cb86353a193535,,
24,Data Scientist Analyst,AIA SINGAPORE PRIVATE LIMITED,Permanent,Professional,"Banking and Finance, Information Technology, Insurance","$6,000to$8,000",Monthly," Perform full time-cycle of Data Scientist and Analyst activities, including conceptualization to operationalization of the proposed solutions Work closely with business teams to understand the business requirements and translate them into data models for self-analysis and self-reporting purposes via dashboards, reports, queries etc. Build a project analysis framework for the business solutions – create analysis plan, work on hypotheses to test, build models, dashboard solutions, etc. Collaborate with cross-functional team to deliver high impact insights using advanced analytics across multiple and large data sets Apply data mining techniques and statistical analysis to uncover insights from the data and present results using visualization tools (i.e. Tableau, Power BI) Create standard procedures, process & best practices for data analytics to be used for current and succeeding project Apply data science to solve business problems, perform advanced statistical analysis and simulation, build high-quality data prediction modeling and use deep learning techniques Research, design, test, implement and validate models/ algorithms, to analyze diverse sources of data to achieve targeted outcomes Stay on top of the current industry trend and application of machine learning & AI. Deploy high quality machine learning models into different systems Validating machine learning results, visualizing and presenting the data insights to related functions for continuous improvements Guide users in processing, cleansing, and verifying the integrity of data used Solution and develop real time predictive analytics to derive actionable insights to improve operational efficiency and risks ","Requirements Proven track record of advanced data analytics and delivering impact to the business Experience in designing, building data models and dashboard reporting packages using Tableau, Qlikview, Python, R. Use of more advanced statistical analytical modelling techniques to predict and optimize operational efficiencies and risk controls Strong understanding of advanced statistical techniques and concepts (regression, properties of distributions, statistical test and proper usage, etc.) Deep experience of statistical and predictive modelling concepts, machine learning models and NLP. Expert in machine learning techniques and algorithms, such as LightGBM, XGBoost, etc. Excellent hands-on experience in using data mining tools/ library such as Pyspider, etc. Proficiency in Python programming language and machine learning toolkit such as Scikit-learn Experience in manipulating structured and unstructured data sources for analysis Experience in Data Management & Governance, and SQL-based technologies   ",https://www.mycareersfuture.sg/job/data-scientist-analyst-aia-singapore-be1f3fd889b602dc6d4ebb761baddb6a,Central,Government support available
25,"Scientist (Deep Learning 2.0), I2R / A*STAR",A*STAR RESEARCH ENTITIES,"Contract, Full Time",Professional,Sciences / Laboratory / R&D,"$4,500to$9,000",Monthly,"About the Institute for Infocomm Research (I²R) The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg We are looking for strong candidates in the field of Artificial intelligence and deep learning, with an interest in working on both fundamental algorithms in large-scale machine learning or deep learning, and also applying it to practical problems in vertical domains. The position, based within the Program in Artificial Intelligence at I2R, entails working closely with a highly interdisciplinary team of researchers with training from leading universities like MIT, Stanford and CMU. Listed below are problems of interest in the Deep Learning 2.0 project: Deep learning application in AME (Semiconductor domain): Explore state-of-the-art deep learning technologies in Advance Manufacturing Engineering, especially in semiconductor industries. Including, but not limited to, yield analysis and prediction, predictive maintenance (PdM), advanced DoE analysis and prediction, etc.        ","Requirements   PhD in Computer Science, Statistics, or Data Science intensive fields, with expertise in one or more of the following areas:   Large-scale machine learning Deep learning, supervised or unsupervised Applying state-of-the-art machine learning techniques to practical problems in different domains   Experience in corporate or application oriented environments is a plus Ability to work independently, as well as in teams highly desired Good communication skills for proposals, reports, and publications Experience with one of Tensor Flow, Theano, Caffe, CNTK. Skills Strong programming abilities (e.g. Perl, Bash, C/C++, Java, Python, R, MATLAB) Computer vision and deep learning skills desirable  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.",https://www.mycareersfuture.sg/job/scientist-i2r-astar-astar-research-entities-1c407c761616b3f043081682b429b55b,South,
26,Research Engineer (Deep Learning 2.0)  /  I2R (A*STAR),A*STAR RESEARCH ENTITIES,"Contract, Full Time",Professional,Sciences / Laboratory / R&D,"$2,500to$5,000",Monthly,"About Institute for Infocomm Research (I²R)  The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualisation solutions. For more information about I²R, please visit www.i2r.a-star.edu.sg﻿ We are looking for strong candidates in the field of Artificial intelligence and deep learning, with an interest in working on both fundamental algorithms in large-scale machine learning or deep learning, and also applying it to practical problems in vertical domains. The position, based within the Program in Artificial Intelligence at I2R, entails working closely with a highly interdisciplinary team of researchers with training from leading universities like MIT, Stanford and CMU. Listed below are problems of interest in the Deep Learning 2.0 project: Deep learning application in AME (Semiconductor domain): Explore state-of-the-art deep learning technologies in Advance Manufacturing Engineering, especially in semiconductor industries. Including, but not limited to, yield analysis and prediction, predictive maintenance (PdM), advanced DoE analysis and prediction, etc.        ","Requirements Minimum Bachelor in Computer Science, Statistics, or Data Science intensive fields, with expertise in one or more of the following areas:   Large-scale machine learning Deep learning, supervised or unsupervised Applying state-of-the-art machine learning techniques to practical problems in different domains   Experience in corporate or application oriented environments is a plus Ability to work independently, as well as in teams highly desired Good communication skills for proposals, reports, and publications Experience with one of Tensor Flow, Theano, Caffe, CNTK. Skills Strong programming abilities (e.g. Perl, Bash, C/C++, Java, Python, R, MATLAB) Computer vision and deep learning skills desirable  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified",https://www.mycareersfuture.sg/job/research-engineer-i2r-astar-research-entities-b3406e5e5ef17a7d2c0e6b9cbcbffb49,South,
27,Research Engineer (Deep Learning 2.0)  /  I2R (A*STAR),A*STAR RESEARCH ENTITIES,"Contract, Full Time",Professional,Sciences / Laboratory / R&D,"$2,500to$5,000",Monthly,"About Institute for Infocomm Research (I²R)  The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualisation solutions. For more information about I²R, please visit www.i2r.a-star.edu.sg﻿ We are looking for strong candidates in the field of Artificial intelligence and deep learning, with an interest in working on both fundamental algorithms in large-scale machine learning or deep learning, and also applying it to practical problems in vertical domains. The position, based within the Program in Artificial Intelligence at I2R, entails working closely with a highly interdisciplinary team of researchers with training from leading universities like MIT, Stanford and CMU. Listed below are problems of interest in the Deep Learning 2.0 project: Deep learning application in AME (Semiconductor domain): Explore state-of-the-art deep learning technologies in Advance Manufacturing Engineering, especially in semiconductor industries. Including, but not limited to, yield analysis and prediction, predictive maintenance (PdM), advanced DoE analysis and prediction, etc.        ","Requirements Minimum Bachelor in Computer Science, Statistics, or Data Science intensive fields, with expertise in one or more of the following areas:   Large-scale machine learning Deep learning, supervised or unsupervised Applying state-of-the-art machine learning techniques to practical problems in different domains   Experience in corporate or application oriented environments is a plus Ability to work independently, as well as in teams highly desired Good communication skills for proposals, reports, and publications Experience with one of Tensor Flow, Theano, Caffe, CNTK. Skills Strong programming abilities (e.g. Perl, Bash, C/C++, Java, Python, R, MATLAB) Computer vision and deep learning skills desirable  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified",https://www.mycareersfuture.sg/job/research-engineer-i2r-astar-research-entities-5fedab6df5cd55b194d932c641c55e59,South,
28,"Scientist (Deep Learning 2.0), I2R / A*STAR",A*STAR RESEARCH ENTITIES,"Contract, Full Time",Professional,Sciences / Laboratory / R&D,"$4,500to$9,000",Monthly,"About the Institute for Infocomm Research (I²R) The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg We are looking for strong candidates in the field of Artificial intelligence and deep learning, with an interest in working on both fundamental algorithms in large-scale machine learning or deep learning, and also applying it to practical problems in vertical domains. The position, based within the Program in Artificial Intelligence at I2R, entails working closely with a highly interdisciplinary team of researchers with training from leading universities like MIT, Stanford and CMU. Listed below are problems of interest in the Deep Learning 2.0 project: Deep learning application in AME (Semiconductor domain): Explore state-of-the-art deep learning technologies in Advance Manufacturing Engineering, especially in semiconductor industries. Including, but not limited to, yield analysis and prediction, predictive maintenance (PdM), advanced DoE analysis and prediction, etc.    ","Requirements Ph.D. in Computer Science, Statistics, or Data Science intensive fields, with expertise in one or more of the following areas   Large-scale machine learning Deep learning, supervised or unsupervised Applying state-of-the-art machine learning techniques to practical problems in different domains   Experience in corporate or application oriented environments is a plus. Ability to work independently, as well as in teams highly desired. Good communication skills for proposals, reports, and publications. Proficiency in spoken and written English. Experience with one of Tensor Flow, Theano, Caffe, CNTK. Skills Strong programming abilities (e.g. Perl, Bash, C/C++, Java, Python, R, MATLAB) Computer vision and deep learning skills desirable  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.",https://www.mycareersfuture.sg/job/scientist-i2r-astar-astar-research-entities-c2ff59da8ad9e3b133d1587e92e4c24d,South,
29,Data Scientist,DP INFORMATION NETWORK PTE. LTD.,Permanent,Professional,Information Technology,"$8,000to$11,000",Monthly,"The person filling this position will be part of Experian APAC Data Lab concentrating on novel analytical solutions, new product prototyping, as well as new data asset evaluation and acquisition. This position requires extensive background and knowledge in machine learning and data science. A successful candidate should also have previous experience in developing deep-learning algorithms and/or deep learning based analytic solutions using large datasets. Experience in the areas of optimization, symbolic AI, online marketing, experience in finance, insurance or healthcare is a plus. The candidate will need to be able to work on multiple concurrent projects, anticipate obstacles, and make high quality deliveries on an aggressive schedule. The candidate must also be a team player that is self-motivated and has excellent communication skills. Key job functions include:  Analyzing, processing, evaluating and documenting large data sets Identify/develop appropriate machine learning/deep learning/natural language understanding/natural language processing techniques to uncover the value of the data Designing data structure and data storage schemes for efficient data manipulation and information retrieval Developing tools for data processing and information retrieval Developing data driven models to quantify the value of a given data set Applying, modifying and inventing algorithms to solve challenging business problems Validating score performance Conducting ROI and benefit analysis Documenting and presenting model process and model performance ","RequirementsRequirements:  Advanced degree (PhD or Masters) in Machine Learning, Data Science, AI, Computer Science, Computer Engineering, Electrical Engineering, Physics, Statistics, Applied Math or other quantitative fields 0-3 years of working experience in data science, and/or predictive modeling Demonstrated ability to lead and execute projects from start to finish Ability to independently support existing products Proven track record in modifying and applying advanced algorithms to address practical problems Proficient in deep learning (CNN, RNN, LSTM, attention models, etc.), machine learning (SVM, GLM, boosting, random forest, ), graph models, and/or, reinforcement learning Experience with open source tools for deep learning and machine learning technology such as Keras, tensorflow, pytorch, scikit-learn, pandas, etc. Proven ability to work independently on development of complex models with extremely large and complex data structures Proficient in more than one of Python, R, Java, C++, or C Experience in large data analysis using Spark (pySpark preferred) Robust knowledge and experience with statistical methods   Plusses:  Extensive knowledge of Python and related libraries Experience with Hadoop and NoSQL related technologies such as Map Reduce, Spark, Hive, HBase, mongoDB, Cassandra, etc. Experience with online, mobile marketing analytics Experience with GPU programming Experience with Natural Language Processing, Natural Language Understanding, and the relevant open-source tools Solid knowledge of Bayesian statistical inference and related machine learning methods Experience with Agile methods for software development   ",https://www.mycareersfuture.sg/job/data-scientist-dp-information-network-4373917d34dc9dfc8b956f5aba01ec28,Islandwide,
30,Big Data Architect,AVENSYS CONSULTING PTE. LTD.,Permanent,Professional,Information Technology,"$6,000to$8,500",Monthly," At least 6 years of experience in big data development focusing on designing, developing and integrating applications At least 6 years of data mining and machine learning on large amount of data, building and implementing various statistical and predictive models Good understanding of technology tools especially those related to analytics, data & statistical modelling. Very strong experience in creating big data applications and handling a large amount of data. Strong ability to deliver architectural artefacts such as reference architectures, high-level design, conceptual diagrams. Experience in dealing with Big Data - from collection to extraction, processing and modeling Designed, architect and deployed Hadoop ecosystem for a stable and efficient application layer integration. Deep experience with distributed systems, large scale non-relational data stores, MapReduce systems, data modelling, database performance, and multi-terabyte data warehouses. Experience with a programming language such as Python or C++. Experience with NoSQL, ETL, Hive, and Pig. Proficient in using databases like Teradata, Oracle, SQL Server, Neo4J, etc. Experience in machine learning techniques and algorithms such as LightGBM, XGBoost, ensemble and stacking methods, etc. will be advantageous Experience in natural language processing (NLP) which includes natural language generation, voice to text and text to voice processing and image processing using machine learning techniques will be advantageous Understanding or have prior experience of Geospatial Analysis, TensorFlow, Sklearn, OpenNI or OpenCV will be an added advantage Good understanding on artificial intelligence will be advantageous Ability to communicate complex analysis/models across a diverse team A highly motivated self-starter who possess positive mindset, a doer mentality, proactive and good communication skills ","Requirements At least 6 years of experience in big data development focusing on designing, developing and integrating applications At least 6 years of data mining and machine learning on large amount of data, building and implementing various statistical and predictive models ",https://www.mycareersfuture.sg/job/big-data-architect-avensys-consulting-52bb74382edafc11e7a65f306a360515,Islandwide,Government support available
